"park","plot","visit","genus_species","tag","height_m","fire_scar","dbh1","dbh2","dbh3","dbh4","dbh5","dbh6","dbh7","dbh8","is_the_tree_dead"
"Litchfield","1","T3","Carpentaria acuminata","33",8.5,"0",16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","35",13,"1",18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","36",13,"1",20,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Melaleuca argentea","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carallia brachiata","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Helicia australasica","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Lophostemon lactifluus","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","44",21,"0",22,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","47",18,"1",23.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Maranthes corymbosa","49",27,"1",44.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","50",15,"0",15,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melaleuca argentea","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Melaleuca argentea","52",20,"1",19,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melaleuca argentea","53",24,"1",66.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Melaleuca argentea","55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Melicope elleryana","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Lophostemon lactifluus","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Lophostemon lactifluus","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Melicope elleryana","59",17,"0",20.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melaleuca argentea","60",28,"0",90,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","61",7,"0",8.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","62",15,"0",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","63",14,"0",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Lophostemon lactifluus","64",13,"0",26,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","65",23,"0",22.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","66",27,"0",17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","67",15,"0",22.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","68",22,"0",24.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Alphitonia excelsa","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","73",19,"0",18,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","75",14,"0",18,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Syzygium armstrongii","76",19,"0",22,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","77",23,"0",24.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","78",18,"0",20.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","79",7,"0",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","80",10,"0",17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","81",14,"0",20.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","82",14,"1",19,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","83",11.5,"0",10.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","84",6.5,NA,5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","85",10,"0",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Ficus hispida","87",6,"0",11.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","89",7.2,"0",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Helicia australasica","91",10.5,"0",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","92",7.5,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","93",13,"0",19,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","94",17,NA,18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","96",13,NA,19.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","97",10,NA,17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","100",13,"0",19,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","102",11.5,"0",17,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","103",9,"0",9.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","104",7.5,"0",6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","106",8,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","107",7,"0",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","107",7,"2",10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","108",10,"0",10.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","109",12,"0",11.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","111",6,NA,5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","112",7.5,"0",5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","113",6,NA,5.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","114",6,NA,6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","115",8,"0",7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","116",10,"0",18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","116",7.5,NA,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","117",10,"0",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","118",10,"0",7.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","119",8,"0",8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Melicope elleryana","120",7,"0",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Alphitonia excelsa","121",25,"0",17.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","122",11.5,"0",6.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Helicia australasica","123",18,"0",12.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","124",7.5,"0",7.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","125",6,"0",5.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","154",12,"0",11.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","156",14,"0",10.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","157",12,"0",13,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","158",11,"0",9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T3","Carpentaria acuminata","159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Carpentaria acuminata","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T3","Horsfieldia australiana","161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Maranthes corymbosa","1",21,"0",15.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Maranthes corymbosa","2",22,NA,12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","3",25,NA,21.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","4",26,NA,21.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","5",21,NA,15.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","6",13,NA,8.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","7",10.2,NA,7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","8",17,NA,11,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Maranthes corymbosa","9",7,NA,5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Maranthes corymbosa","10",22,NA,35,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Myrsine benthamiana","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Helicia australasica","12",10,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","13",8,NA,7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","14",22,NA,13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","15",13,NA,13.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","16",13,NA,12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","17",17,NA,16.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","18",17,NA,13.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Acacia auriculiformis","19",28,"1",58.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Acacia auriculiformis","20",19,NA,12.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","21",11,NA,12,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","22",18,NA,14.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","23",27,NA,19.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","24",24,NA,17.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Helicia australasica","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","29",25,NA,23.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","32",7,NA,7.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","33",17,NA,18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","35",19,NA,18.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","36",21,NA,20,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melaleuca argentea","38",32,"2",49.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carallia brachiata","39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Helicia australasica","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Lophostemon lactifluus","43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","44",25,NA,26.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Maranthes corymbosa","49",29,NA,46.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melaleuca argentea","51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melaleuca argentea","52",22,NA,19.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melaleuca argentea","53",34,NA,70.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melicope elleryana","54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melaleuca argentea","55",19,NA,21,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melicope elleryana","56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Lophostemon lactifluus","57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Lophostemon lactifluus","58",26,NA,19.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melicope elleryana","59",NA,NA,39,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melaleuca argentea","60",33,NA,92,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melicope elleryana","61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melicope elleryana","62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melicope elleryana","63",19,NA,14.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Lophostemon lactifluus","64",22,NA,24,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","65",19,NA,21.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","67",19,NA,22.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","68",32,NA,48.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Alphitonia excelsa","72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","73",26,NA,18.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","75",17,NA,17.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Syzygium armstrongii","76",30,NA,22.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","78",23,NA,21.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","79",12,NA,17.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","80",15,NA,17.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","81",19,NA,20.2,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","82",19,NA,18.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Helicia australasica","85",9,NA,14,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Melicope elleryana","86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Ficus hispida","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melicope elleryana","89",8,"1",7.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Helicia australasica","91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Helicia australasica","92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","93",20,NA,19.1,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","94",20,NA,18.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","96",20,NA,19.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","97",19,NA,17.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","100",21,NA,18.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","102",12,NA,18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","103",16,NA,13.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","105",14,NA,21,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","109",17.5,NA,10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","114",8,NA,9.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","117",11,NA,18.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","118",12.3,NA,10,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Melicope elleryana","120",9,NA,11.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Alphitonia excelsa","121",8,NA,11.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","121",9,NA,6.7,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","122",8,NA,11.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","123",16,NA,13.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","124",9,NA,8.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","125",7,NA,9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","154",18,NA,14.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","156",21,NA,14.6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","157",9,NA,14.9,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","157.2",17,NA,16,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","158",8,NA,19.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"Litchfield","1","T4","Carpentaria acuminata","200",6,NA,6.8,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","201",13,NA,12.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","202",4.5,NA,5.4,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","203",9,NA,17.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","204",18,NA,19.5,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","205",5,NA,6,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Carpentaria acuminata","206",7,NA,8.3,NA,NA,NA,NA,NA,NA,NA,FALSE
"Litchfield","1","T4","Helicia australasica","207",6,NA,5.3,NA,NA,NA,NA,NA,NA,NA,FALSE
