WETLAND,TRANSECT,SPECIES,STAGE,SEX,COUNT,MONTH,DAY,YEAR
P03,A,AMMA,A,U,1,5,3,1997
P11,A,AMMA,A,M,1,5,3,1997
P11,A,AMMA,L,M,3,5,3,1997
P11,A,AMMA,L,U,1,5,3,1997
T05,A,PSMA,A,U,1,5,3,1997
T06,A,PSMA,A,U,1,5,3,1997
T07,A,PSMA,A,U,2,5,3,1997
T09,A,RAPI,A,U,1,5,3,1997
P01,A,AMMA,A,F,1,5,4,1997
P01,A,AMMA,A,U,1,5,4,1997
P03,A,AMMA,A,F,1,5,4,1997
P04,A,AMMA,A,F,1,5,4,1997
P06,A,AMMA,A,F,3,5,4,1997
P06,A,AMMA,A,M,5,5,4,1997
P06,A,AMMA,A,U,1,5,4,1997
P07,A,AMMA,A,F,1,5,4,1997
P07,A,AMMA,A,M,6,5,4,1997
T01,A,AMMA,A,M,1,5,4,1997
T03,A,AMMA,A,U,2,5,4,1997
T09,A,PSMA,A,U,1,5,4,1997
P01,A,AMMA,A,F,1,6,1,1997
P01,A,FROTAD,L,U,1,6,1,1997
P02,A,AMMA,A,M,1,6,1,1997
P02,A,FROTAD,L,U,2,6,1,1997
P03,A,AMMA,A,F,1,6,1,1997
P04,A,AMMA,A,F,1,6,1,1997
P04,A,AMMA,A,M,1,6,1,1997
P04,A,RAPI,A,U,1,6,1,1997
P06,A,AMMA,A,F,1,6,1,1997
P06,A,AMMA,A,M,1,6,1,1997
P07,A,AMMA,A,F,1,6,1,1997
P11,A,AMMA,A,M,2,6,1,1997
P11,A,AMMA,L,M,1,6,1,1997
P11,A,AMMA,A,U,1,6,1,1997
P11,A,AMMA,L,U,14,6,1,1997
T01,A,AMMA,A,M,1,6,1,1997
T01,A,FROTAD,L,U,2,6,1,1997
T03,A,FROTAD,L,U,40,6,1,1997
T05,A,FROTAD,L,U,144,6,1,1997
T07,A,AMMA,A,F,1,6,1,1997
T07,A,FROTAD,L,U,3,6,1,1997
T08,A,AMMA,A,F,3,6,1,1997
T08,A,FROTAD,L,U,2,6,1,1997
T09,A,FROTAD,L,U,6,6,1,1997
P01,A,AMMA,A,F,1,6,2,1997
P02,A,AMMA,A,F,1,6,2,1997
P02,A,AMMA,L,U,1,6,2,1997
P02,A,FROTAD,L,U,12,6,2,1997
P03,A,AMMA,A,M,2,6,2,1997
P04,A,FROTAD,L,U,3,6,2,1997
P06,A,AMMA,A,M,1,6,2,1997
P07,A,AMMA,A,F,1,6,2,1997
P11,A,AMMA,A,M,3,6,2,1997
P11,A,AMMA,L,M,1,6,2,1997
P11,A,AMMA,A,U,1,6,2,1997
P11,A,AMMA,L,U,2,6,2,1997
T01,A,AMMA,A,M,1,6,2,1997
T03,A,FROTAD,L,U,36,6,2,1997
T05,A,AMMA,A,F,1,6,2,1997
T05,A,FROTAD,L,U,119,6,2,1997
T07,A,AMMA,A,F,1,6,2,1997
T08,A,AMMA,A,F,2,6,2,1997
T08,A,AMMA,A,M,2,6,2,1997
T08,A,FROTAD,L,U,1,6,2,1997
T09,A,FROTAD,L,U,18,6,2,1997
P01,A,AMMA,A,F,2,6,3,1997
P02,A,AMMA,A,F,1,6,3,1997
P02,A,AMMA,A,M,1,6,3,1997
P02,A,FROTAD,L,U,6,6,3,1997
P03,A,AMMA,A,F,2,6,3,1997
P04,A,AMMA,A,M,1,6,3,1997
P11,A,AMMA,A,F,2,6,3,1997
P11,A,AMMA,A,M,3,6,3,1997
P11,A,AMMA,L,U,27,6,3,1997
T01,A,AMMA,A,M,1,6,3,1997
T01,A,FROTAD,L,U,2,6,3,1997
T03,A,AMMA,L,U,7,6,3,1997
T03,A,FROTAD,L,U,26,6,3,1997
T04,A,AMMA,A,F,1,6,3,1997
T04,A,FROTAD,L,U,5,6,3,1997
T05,A,FROTAD,L,U,135,6,3,1997
T08,A,AMMA,A,F,2,6,3,1997
T08,A,FROTAD,L,U,6,6,3,1997
T09,A,FROTAD,L,U,17,6,3,1997
P01,A,AMMA,A,F,1,6,4,1997
P01,A,AMMA,L,U,4,6,4,1997
P01,A,FROTAD,L,U,2,6,4,1997
P02,A,AMMA,A,M,2,6,4,1997
P02,A,FROTAD,L,U,2,6,4,1997
P04,A,FROTAD,L,U,8,6,4,1997
P06,A,AMMA,A,M,1,6,4,1997
P07,A,AMMA,A,F,1,6,4,1997
P11,A,AMMA,L,U,5,6,4,1997
T01,A,AMMA,A,F,1,6,4,1997
T03,A,AMMA,A,M,1,6,4,1997
T03,A,RAPI,A,U,1,6,4,1997
T03,A,AMMA,L,U,63,6,4,1997
T03,A,FROTAD,L,U,31,6,4,1997
T04,A,FROTAD,L,U,3,6,4,1997
T05,A,AMMA,A,F,2,6,4,1997
T05,A,RAPI,A,U,1,6,4,1997
T05,A,FROTAD,L,U,160,6,4,1997
T06,A,RAPI,A,U,2,6,4,1997
T07,A,AMMA,A,F,1,6,4,1997
T07,A,FROTAD,L,U,8,6,4,1997
T08,A,AMMA,A,F,5,6,4,1997
T08,A,FROTAD,L,U,4,6,4,1997
T09,A,AMMA,A,F,1,6,4,1997
T09,A,FROTAD,L,U,13,6,4,1997
P01,A,AMMA,A,U,1,7,1,1997
P01,A,AMMA,L,U,17,7,1,1997
P02,A,AMMA,L,U,64,7,1,1997
P02,A,FROTAD,L,U,4,7,1,1997
P04,A,AMMA,L,U,75,7,1,1997
P04,A,FROTAD,L,U,2,7,1,1997
P06,A,AMMA,L,U,30,7,1,1997
P07,A,AMMA,L,U,23,7,1,1997
T01,A,AMMA,A,M,1,7,1,1997
T01,A,AMMA,L,U,20,7,1,1997
T01,A,FROTAD,L,U,1,7,1,1997
T03,A,AMMA,L,U,12,7,1,1997
T03,A,FROTAD,L,U,11,7,1,1997
T04,A,FROTAD,L,U,2,7,1,1997
T08,A,AMMA,A,F,3,7,1,1997
T08,A,AMMA,A,M,2,7,1,1997
T08,A,AMMA,L,U,10,7,1,1997
T08,A,FROTAD,L,U,5,7,1,1997
T09,A,AMMA,A,F,1,7,1,1997
T09,A,AMMA,L,U,7,7,1,1997
T09,A,FROTAD,L,U,16,7,1,1997
P01,A,AMMA,L,U,14,7,2,1997
P02,A,AMMA,L,U,59,7,2,1997
P02,A,FROTAD,L,U,1,7,2,1997
P04,A,AMMA,L,U,45,7,2,1997
P04,A,FROTAD,L,U,5,7,2,1997
P06,A,AMMA,L,U,41,7,2,1997
P07,A,AMMA,L,U,26,7,2,1997
P11,A,AMMA,L,U,1,7,2,1997
T01,A,AMMA,L,U,34,7,2,1997
T01,A,FROTAD,L,U,2,7,2,1997
T03,A,AMMA,L,U,21,7,2,1997
T03,A,FROTAD,L,U,17,7,2,1997
T04,A,RASY,A,U,1,7,2,1997
T06,A,AMMA,A,F,1,7,2,1997
T08,A,AMMA,A,M,1,7,2,1997
T08,A,AMMA,L,U,5,7,2,1997
T08,A,FROTAD,L,U,3,7,2,1997
T09,A,AMMA,A,F,1,7,2,1997
T09,A,AMMA,L,U,36,7,2,1997
T09,A,FROTAD,L,U,13,7,2,1997
P01,A,AMMA,L,U,21,7,3,1997
P02,A,AMMA,L,U,58,7,3,1997
P02,A,FROTAD,L,U,3,7,3,1997
P04,A,AMMA,L,U,55,7,3,1997
P04,A,FROTAD,L,U,1,7,3,1997
P06,A,AMMA,A,M,1,7,3,1997
P06,A,AMMA,L,U,35,7,3,1997
P07,A,AMMA,L,U,53,7,3,1997
P08,A,AMMA,A,F,1,7,3,1997
P08,A,RAPI,A,U,1,7,3,1997
P08,A,AMMA,L,U,2,7,3,1997
P11,A,FROTAD,L,U,1,7,3,1997
T01,A,AMMA,L,U,50,7,3,1997
T01,A,FROTAD,L,U,5,7,3,1997
T03,A,THRA,A,U,1,7,3,1997
T03,A,AMMA,L,U,15,7,3,1997
T03,A,FROTAD,L,U,6,7,3,1997
T08,A,AMMA,A,F,3,7,3,1997
T08,A,AMMA,A,M,1,7,3,1997
T08,A,FROTAD,L,U,2,7,3,1997
T09,A,AMMA,A,F,1,7,3,1997
T09,A,FROTAD,L,U,12,7,3,1997
P01,A,AMMA,A,F,1,7,4,1997
P01,A,AMMA,L,U,26,7,4,1997
P02,A,RAPI,A,U,1,7,4,1997
P02,A,AMMA,L,U,49,7,4,1997
P03,A,AMMA,A,F,3,7,4,1997
P04,A,AMMA,L,U,47,7,4,1997
P06,A,AMMA,A,M,1,7,4,1997
P06,A,AMMA,L,U,13,7,4,1997
P07,A,AMMA,L,U,68,7,4,1997
T01,A,AMMA,A,F,1,7,4,1997
T01,A,AMMA,L,U,29,7,4,1997
T01,A,FROTAD,L,U,3,7,4,1997
T03,A,AMMA,L,U,18,7,4,1997
T03,A,FROTAD,L,U,5,7,4,1997
T06,A,AMMA,A,F,1,7,4,1997
T08,A,AMMA,A,F,2,7,4,1997
T08,A,AMMA,A,M,2,7,4,1997
T08,A,AMMA,L,U,1,7,4,1997
T09,A,AMMA,A,F,1,7,4,1997
T09,A,AMMA,L,U,3,7,4,1997
T09,A,FROTAD,L,U,2,7,4,1997
P01,A,AMMA,L,U,49,8,1,1997
P02,A,AMMA,A,F,1,8,1,1997
P02,A,RAPI,A,U,1,8,1,1997
P02,A,AMMA,L,U,67,8,1,1997
P04,A,AMMA,L,U,28,8,1,1997
P06,A,AMMA,L,U,20,8,1,1997
P07,A,AMMA,L,U,73,8,1,1997
P08,A,AMMA,L,F,1,8,1,1997
T01,A,AMMA,L,U,47,8,1,1997
T03,A,AMMA,L,U,85,8,1,1997
T07,A,RAPI,A,U,2,8,1,1997
T08,A,AMMA,L,U,10,8,1,1997
T09,A,RAPI,A,U,3,8,1,1997
T09,A,AMMA,L,U,17,8,1,1997
P01,A,AMMA,L,U,30,8,2,1997
P02,A,AMMA,L,U,32,8,2,1997
P04,A,AMMA,L,U,12,8,2,1997
P06,A,AMMA,L,U,18,8,2,1997
P07,A,AMMA,L,U,50,8,2,1997
P11,A,AMMA,A,M,2,8,2,1997
T01,A,AMMA,A,F,1,8,2,1997
T01,A,AMMA,L,F,1,8,2,1997
T01,A,AMMA,L,U,61,8,2,1997
T03,A,AMMA,L,U,91,8,2,1997
T07,A,AMMA,A,F,1,8,2,1997
T08,A,AMMA,L,U,3,8,2,1997
T09,A,RAPI,A,U,2,8,2,1997
T09,A,AMMA,L,U,17,8,2,1997
P01,A,AMMA,A,F,1,8,3,1997
P01,A,AMMA,L,U,32,8,3,1997
P02,A,AMMA,L,U,27,8,3,1997
P04,A,AMMA,L,U,21,8,3,1997
P06,A,AMMA,L,U,79,8,3,1997
P07,A,AMMA,L,U,39,8,3,1997
P08,A,RAPI,A,U,1,8,3,1997
P11,A,AMMA,L,U,1,8,3,1997
T01,A,AMMA,L,U,35,8,3,1997
T03,A,AMMA,L,U,86,8,3,1997
T08,A,AMMA,L,U,7,8,3,1997
T09,A,RAPI,A,U,3,8,3,1997
T09,A,AMMA,L,U,14,8,3,1997
P01,A,AMMA,L,U,51,8,4,1997
P02,A,AMMA,A,F,1,8,4,1997
P02,A,AMMA,L,U,11,8,4,1997
P04,A,AMMA,A,F,1,8,4,1997
P04,A,AMMA,L,U,11,8,4,1997
P06,A,AMMA,L,U,17,8,4,1997
P07,A,AMMA,L,U,21,8,4,1997
P11,A,AMMA,L,U,1,8,4,1997
T01,A,AMMA,L,U,18,8,4,1997
T03,A,AMMA,L,U,37,8,4,1997
T08,A,RAPI,A,U,1,8,4,1997
T08,A,AMMA,L,U,5,8,4,1997
T09,A,AMMA,L,U,7,8,4,1997
P01,A,AMMA,L,U,24,9,1,1997
P02,A,AMMA,L,U,15,9,1,1997
P04,A,AMMA,L,U,32,9,1,1997
P06,A,AMMA,L,U,32,9,1,1997
P07,A,AMMA,L,U,11,9,1,1997
P11,A,RAPI,A,U,3,9,1,1997
T01,A,AMMA,L,U,3,9,1,1997
T03,A,AMMA,L,U,21,9,1,1997
T07,A,AMMA,A,F,1,9,1,1997
T08,A,AMMA,L,U,2,9,1,1997
T09,A,AMMA,L,F,1,9,1,1997
T09,A,AMMA,L,M,1,9,1,1997
P01,A,AMMA,L,U,5,9,2,1997
P02,A,AMMA,L,M,1,9,2,1997
P02,A,AMMA,L,U,10,9,2,1997
P04,A,AMMA,L,M,1,9,2,1997
P04,A,AMMA,L,U,18,9,2,1997
P06,A,AMMA,L,M,1,9,2,1997
P06,A,AMMA,L,U,6,9,2,1997
P07,A,AMMA,L,U,15,9,2,1997
P11,A,RAPI,A,U,1,9,2,1997
T01,A,AMMA,L,U,6,9,2,1997
T03,A,AMMA,L,F,4,9,2,1997
T03,A,AMMA,L,M,3,9,2,1997
T03,A,AMMA,L,U,33,9,2,1997
T06,A,RAPI,A,U,1,9,2,1997
T08,A,AMMA,L,F,1,9,2,1997
T08,A,AMMA,L,U,1,9,2,1997
T09,A,AMMA,A,F,1,9,2,1997
T09,A,RAPI,A,U,1,9,2,1997
P01,A,AMMA,L,U,5,9,3,1997
P02,A,AMMA,L,M,1,9,3,1997
P02,A,AMMA,L,U,7,9,3,1997
P04,A,AMMA,L,M,1,9,3,1997
P04,A,AMMA,L,U,3,9,3,1997
P06,A,AMMA,L,F,4,9,3,1997
P06,A,AMMA,L,M,2,9,3,1997
P06,A,AMMA,L,U,6,9,3,1997
P07,A,AMMA,L,M,2,9,3,1997
P07,A,AMMA,L,U,3,9,3,1997
T01,A,AMMA,L,U,5,9,3,1997
T03,A,AMMA,L,U,25,9,3,1997
T09,A,AMMA,A,M,1,9,3,1997
T09,A,RAPI,A,U,1,9,3,1997
P02,A,AMMA,L,M,2,9,4,1997
P02,A,AMMA,L,U,7,9,4,1997
P04,A,AMMA,L,U,7,9,4,1997
P06,A,AMMA,L,M,2,9,4,1997
P06,A,AMMA,L,U,9,9,4,1997
P07,A,RAPI,A,U,2,9,4,1997
P07,A,AMMA,L,U,6,9,4,1997
P11,A,AMMA,L,U,1,9,4,1997
T01,A,AMMA,L,U,21,9,4,1997
T07,A,RAPI,A,U,1,9,4,1997
T09,A,RAPI,A,U,1,9,4,1997
P01,A,AMMA,A,F,1,5,1,1998
P01,A,AMMA,A,M,1,5,1,1998
P02,A,AMMA,A,F,1,5,1,1998
T07,A,AMMA,A,F,2,5,1,1998
P01,A,AMMA,A,M,7,5,2,1998
P04,A,AMMA,A,F,1,5,2,1998
P04,A,AMMA,A,M,1,5,2,1998
P06,A,AMMA,A,F,1,5,2,1998
P06,A,AMMA,A,M,1,5,2,1998
T06,A,AMMA,A,F,1,5,2,1998
T08,A,RAPI,A,U,3,5,2,1998
P04,A,AMMA,A,F,1,5,3,1998
P06,A,AMMA,A,F,1,5,3,1998
P06,A,AMMA,A,M,2,5,3,1998
P07,A,AMMA,A,M,1,5,3,1998
T06,A,AMMA,A,F,1,5,3,1998
T08,A,AMMA,A,F,1,5,3,1998
P01,A,AMMA,A,F,3,5,4,1998
P01,A,AMMA,A,M,1,5,4,1998
P04,A,AMMA,A,F,3,5,4,1998
P04,A,AMMA,N,U,1,5,4,1998
P06,A,AMMA,A,F,1,5,4,1998
P08,A,RAPI,A,U,1,5,4,1998
T06,A,AMMA,A,F,2,5,4,1998
T07,A,AMMA,A,F,1,5,4,1998
T08,A,AMMA,A,F,2,5,4,1998
T08,A,AMMA,A,M,1,5,4,1998
P01,A,AMMA,L,U,15,6,1,1998
P02,A,AMMA,A,F,3,6,1,1998
P02,A,AMMA,A,M,1,6,1,1998
P02,A,AMMA,L,U,7,6,1,1998
P04,A,AMMA,A,F,2,6,1,1998
P04,A,AMMA,A,M,1,6,1,1998
P04,A,AMMA,L,U,39,6,1,1998
P11,A,FROTAD,L,U,1,6,1,1998
T01,A,AMMA,A,M,1,6,1,1998
T03,A,AMMA,A,M,1,6,1,1998
T03,A,AMMA,L,U,4,6,1,1998
T03,A,FROTAD,L,U,12,6,1,1998
T08,A,AMMA,A,F,1,6,1,1998
T08,A,FROTAD,L,U,34,6,1,1998
T09,A,AMMA,A,M,1,6,1,1998
T09,A,RAPI,A,U,1,6,1,1998
T09,A,AMMA,L,U,11,6,1,1998
T09,A,FROTAD,L,U,166,6,1,1998
P01,A,AMMA,L,U,12,6,2,1998
P02,A,AMMA,A,M,1,6,2,1998
P02,A,RAPI,A,U,1,6,2,1998
P02,A,AMMA,L,U,30,6,2,1998
P04,A,AMMA,A,F,2,6,2,1998
P04,A,AMMA,A,M,1,6,2,1998
P06,A,AMMA,L,U,4,6,2,1998
P11,A,FROTAD,L,U,1,6,2,1998
T01,A,AMMA,A,M,1,6,2,1998
T03,A,AMMA,A,M,4,6,2,1998
T03,A,AMMA,L,U,11,6,2,1998
T03,A,FROTAD,L,U,46,6,2,1998
T08,A,AMMA,A,F,1,6,2,1998
T08,A,FROTAD,L,U,14,6,2,1998
T09,A,AMMA,A,F,1,6,2,1998
T09,A,RAPI,A,U,1,6,2,1998
T09,A,AMMA,L,U,2,6,2,1998
T09,A,FROTAD,L,U,141,6,2,1998
P02,A,AMMA,L,U,8,6,3,1998
P04,A,AMMA,A,F,1,6,3,1998
P04,A,AMMA,L,U,5,6,3,1998
P06,A,AMMA,L,U,4,6,3,1998
T01,A,AMMA,A,M,1,6,3,1998
T01,A,FROTAD,L,U,1,6,3,1998
T03,A,AMMA,A,F,1,6,3,1998
T03,A,AMMA,A,M,1,6,3,1998
T03,A,AMMA,L,U,27,6,3,1998
T03,A,FROTAD,L,U,71,6,3,1998
T08,A,FROTAD,L,U,11,6,3,1998
T09,A,AMMA,A,M,1,6,3,1998
T09,A,AMMA,L,U,10,6,3,1998
T09,A,FROTAD,L,U,7,6,3,1998
P01,A,AMMA,A,F,1,6,4,1998
P01,A,AMMA,A,M,1,6,4,1998
P01,A,AMMA,L,U,43,6,4,1998
P01,A,FROTAD,L,U,3,6,4,1998
P02,A,AMMA,A,F,1,6,4,1998
P02,A,AMMA,L,U,40,6,4,1998
P04,A,AMMA,A,F,3,6,4,1998
P06,A,AMMA,L,U,3,6,4,1998
T01,A,AMMA,A,F,1,6,4,1998
T01,A,AMMA,L,U,11,6,4,1998
T03,A,AMMA,A,F,1,6,4,1998
T03,A,AMMA,L,U,3,6,4,1998
T03,A,FROTAD,L,U,22,6,4,1998
T08,A,AMMA,A,F,6,6,4,1998
T08,A,FROTAD,L,U,8,6,4,1998
T09,A,AMMA,A,F,1,6,4,1998
T09,A,RAPI,A,U,1,6,4,1998
T09,A,THRA,A,U,1,6,4,1998
T09,A,AMMA,L,U,2,6,4,1998
T09,A,FROTAD,L,U,93,6,4,1998
P01,A,AMMA,A,F,1,7,1,1998
P01,A,RASY,A,U,1,7,1,1998
P01,A,AMMA,L,U,21,7,1,1998
P02,A,AMMA,L,U,52,7,1,1998
P03,A,AMMA,A,M,1,7,1,1998
P04,A,AMMA,L,U,27,7,1,1998
P06,A,AMMA,L,U,23,7,1,1998
P07,A,AMMA,N,U,3,7,1,1998
P11,A,FROTAD,L,U,1,7,1,1998
T01,A,AMMA,A,M,1,7,1,1998
T01,A,AMMA,L,U,44,7,1,1998
T01,A,FROTAD,L,U,1,7,1,1998
T03,A,AMMA,A,M,1,7,1,1998
T03,A,AMMA,L,U,61,7,1,1998
T03,A,FROTAD,L,U,11,7,1,1998
T06,A,AMMA,A,F,1,7,1,1998
T08,A,AMMA,L,U,2,7,1,1998
T08,A,FROTAD,L,U,18,7,1,1998
T09,A,AMMA,A,F,4,7,1,1998
T09,A,AMMA,L,U,31,7,1,1998
T09,A,FROTAD,L,U,183,7,1,1998
P01,A,AMMA,L,U,20,7,2,1998
P02,A,AMMA,L,U,54,7,2,1998
P04,A,RAPI,A,U,1,7,2,1998
P04,A,AMMA,L,U,56,7,2,1998
P06,A,AMMA,L,U,46,7,2,1998
P07,A,AMMA,N,F,3,7,2,1998
P07,A,AMMA,N,M,1,7,2,1998
T01,A,AMMA,L,U,25,7,2,1998
T01,A,FROTAD,L,U,1,7,2,1998
T02,A,RASY,A,U,1,7,2,1998
T03,A,AMMA,L,U,58,7,2,1998
T03,A,FROTAD,L,U,9,7,2,1998
T06,A,AMMA,A,F,2,7,2,1998
T08,A,AMMA,L,U,2,7,2,1998
T08,A,FROTAD,L,U,52,7,2,1998
T09,A,AMMA,L,U,38,7,2,1998
T09,A,FROTAD,L,U,109,7,2,1998
P01,A,AMMA,L,U,28,7,3,1998
P02,A,AMMA,L,U,36,7,3,1998
P04,A,AMMA,L,U,38,7,3,1998
P06,A,AMMA,L,U,44,7,3,1998
P07,A,AMMA,A,F,1,7,3,1998
P07,A,AMMA,L,U,1,7,3,1998
P08,A,FROTAD,L,U,1,7,3,1998
T01,A,AMMA,L,U,38,7,3,1998
T01,A,FROTAD,L,U,1,7,3,1998
T02,A,RASY,A,U,1,7,3,1998
T03,A,AMMA,L,U,43,7,3,1998
T03,A,FROTAD,L,U,8,7,3,1998
T08,A,AMMA,A,F,2,7,3,1998
T08,A,FROTAD,L,U,10,7,3,1998
T09,A,AMMA,A,F,1,7,3,1998
T09,A,AMMA,L,U,23,7,3,1998
T09,A,FROTAD,L,U,120,7,3,1998
P01,A,AMMA,L,U,33,7,4,1998
P01,A,FROTAD,L,U,3,7,4,1998
P02,A,AMMA,L,U,34,7,4,1998
P04,A,AMMA,L,U,14,7,4,1998
P06,A,AMMA,L,U,42,7,4,1998
P07,A,AMMA,L,U,1,7,4,1998
T01,A,AMMA,L,U,10,7,4,1998
T03,A,AMMA,L,U,50,7,4,1998
T03,A,FROTAD,L,U,19,7,4,1998
T06,A,AMMA,A,F,2,7,4,1998
T08,A,FROTAD,L,U,35,7,4,1998
T09,A,AMMA,A,F,1,7,4,1998
T09,A,AMMA,L,U,12,7,4,1998
T09,A,FROTAD,L,U,70,7,4,1998
P01,A,AMMA,L,U,25,8,1,1998
P02,A,AMMA,A,F,1,8,1,1998
P02,A,RAPI,A,U,1,8,1,1998
P02,A,AMMA,L,U,8,8,1,1998
P04,A,RAPI,A,U,2,8,1,1998
P04,A,AMMA,L,U,21,8,1,1998
P06,A,AMMA,A,M,1,8,1,1998
P06,A,AMMA,L,U,35,8,1,1998
P07,A,AMMA,L,U,1,8,1,1998
P11,A,AMMA,A,M,1,8,1,1998
T01,A,AMMA,L,U,16,8,1,1998
T02,A,RASY,A,U,1,8,1,1998
T03,A,AMMA,L,U,17,8,1,1998
T09,A,RAPI,A,U,1,8,1,1998
T09,A,AMMA,L,U,18,8,1,1998
P01,A,AMMA,L,U,51,8,2,1998
P01,A,RAPI,L,U,1,8,2,1998
P02,A,AMMA,L,U,9,8,2,1998
P04,A,CHPI,A,U,1,8,2,1998
P04,A,AMMA,L,U,1,8,2,1998
P06,A,AMMA,L,U,45,8,2,1998
P07,A,RAPI,A,U,1,8,2,1998
T01,A,AMMA,L,U,27,8,2,1998
T03,A,AMMA,L,U,39,8,2,1998
T03,A,FROTAD,L,U,1,8,2,1998
T09,A,RAPI,A,U,1,8,2,1998
T09,A,AMMA,L,U,8,8,2,1998
P01,A,AMMA,L,U,41,8,3,1998
P02,A,AMMA,L,U,7,8,3,1998
P04,A,AMMA,L,U,7,8,3,1998
P06,A,RAPI,A,U,1,8,3,1998
P06,A,AMMA,L,U,46,8,3,1998
P11,A,AMMA,A,F,1,8,3,1998
P11,A,RAPI,A,U,1,8,3,1998
T01,A,AMMA,L,U,18,8,3,1998
T03,A,AMMA,L,U,18,8,3,1998
T09,A,AMMA,L,U,11,8,3,1998
P01,A,AMMA,L,U,37,8,4,1998
P02,A,AMMA,L,U,7,8,4,1998
P04,A,AMMA,A,F,1,8,4,1998
P04,A,RAPI,A,U,1,8,4,1998
P04,A,AMMA,L,U,11,8,4,1998
P06,A,RAPI,A,U,2,8,4,1998
P06,A,AMMA,L,U,41,8,4,1998
P11,A,AMMA,A,M,1,8,4,1998
T01,A,AMMA,L,U,22,8,4,1998
T03,A,AMMA,L,U,8,8,4,1998
T09,A,RAPI,A,U,1,8,4,1998
T09,A,RASY,A,U,1,8,4,1998
T09,A,AMMA,L,U,7,8,4,1998
P01,A,AMMA,L,U,16,9,1,1998
P02,A,AMMA,L,U,2,9,1,1998
P04,A,AMMA,L,U,3,9,1,1998
P06,A,AMMA,L,U,3,9,1,1998
P11,A,RAPI,A,U,1,9,1,1998
T01,A,RAPI,A,U,1,9,1,1998
T01,A,AMMA,L,U,29,9,1,1998
T03,A,AMMA,L,U,2,9,1,1998
P01,A,AMMA,L,U,4,9,2,1998
P02,A,AMMA,L,U,1,9,2,1998
P04,A,AMMA,L,U,1,9,2,1998
P06,A,AMMA,L,U,2,9,2,1998
P07,A,RAPI,A,U,1,9,2,1998
T01,A,AMMA,L,U,8,9,2,1998
T03,A,AMMA,L,U,1,9,2,1998
P01,A,AMMA,L,U,3,9,3,1998
T01,A,AMMA,L,U,3,9,3,1998
T03,A,AMMA,L,U,4,9,3,1998
P01,A,AMMA,L,U,5,9,4,1998
P04,A,RAPI,A,U,1,9,4,1998
P04,A,AMMA,L,U,2,9,4,1998
P06,A,AMMA,L,U,1,9,4,1998
P07,A,RAPI,A,U,1,9,4,1998
T01,A,AMMA,L,U,4,9,4,1998
T03,A,AMMA,L,U,2,9,4,1998
P01,A,NONE,NA,NA,0,5,1,1999
P02,A,NONE,NA,NA,0,5,1,1999
P03,A,NONE,NA,NA,0,5,1,1999
P04,A,NONE,NA,NA,0,5,1,1999
P06,A,NONE,NA,NA,0,5,1,1999
P07,A,NONE,NA,NA,0,5,1,1999
P08,A,NONE,NA,NA,0,5,1,1999
P11,A,NONE,NA,NA,0,5,1,1999
T01,A,NONE,NA,NA,0,5,1,1999
T02,A,NONE,NA,NA,0,5,1,1999
T03,A,AMMA,A,F,1,5,1,1999
T03,A,AMMA,N,M,2,5,1,1999
T03,A,RAPI,A,U,1,5,1,1999
T04,A,NONE,NA,NA,0,5,1,1999
T05,A,AMMA,A,F,1,5,1,1999
T06,A,AMMA,A,F,2,5,1,1999
T07,A,RAPI,A,U,1,5,1,1999
T08,A,NONE,NA,NA,0,5,1,1999
T09,A,NONE,NA,NA,0,5,1,1999
P01,A,AMMA,A,M,5,5,2,1999
P02,A,NONE,NA,NA,0,5,2,1999
P03,A,NONE,NA,NA,0,5,2,1999
P04,A,NONE,NA,NA,0,5,2,1999
P06,A,NONE,NA,NA,0,5,2,1999
P07,A,NONE,NA,NA,0,5,2,1999
P08,A,NONE,NA,NA,0,5,2,1999
P11,A,AMMA,A,M,1,5,2,1999
T01,A,NONE,NA,NA,0,5,2,1999
T02,A,NONE,NA,NA,0,5,2,1999
T03,A,AMMA,A,M,7,5,2,1999
T03,A,AMMA,N,M,9,5,2,1999
T03,A,AMMA,N,U,1,5,2,1999
T04,A,NONE,NA,NA,0,5,2,1999
T05,A,NONE,NA,NA,0,5,2,1999
T06,A,RAPI,A,U,1,5,2,1999
T07,A,PSMA,A,U,2,5,2,1999
T08,A,AMMA,A,M,1,5,2,1999
T09,A,NONE,NA,NA,0,5,2,1999
P01,A,NONE,NA,NA,0,5,3,1999
P02,A,NONE,NA,NA,0,5,3,1999
P03,A,NONE,NA,NA,0,5,3,1999
P04,A,NONE,NA,NA,0,5,3,1999
P06,A,NONE,NA,NA,0,5,3,1999
P07,A,NONE,NA,NA,0,5,3,1999
P08,A,NONE,NA,NA,0,5,3,1999
P11,A,NONE,NA,NA,0,5,3,1999
T01,A,AMMA,A,M,1,5,3,1999
T02,A,NONE,NA,NA,0,5,3,1999
T03,A,AMMA,A,F,1,5,3,1999
T03,A,AMMA,A,M,4,5,3,1999
T03,A,AMMA,N,M,3,5,3,1999
T03,A,AMMA,N,U,1,5,3,1999
T04,A,RAPI,A,U,1,5,3,1999
T05,A,NONE,NA,NA,0,5,3,1999
T06,A,NONE,NA,NA,0,5,3,1999
T07,A,NONE,NA,NA,0,5,3,1999
T08,A,NONE,NA,NA,0,5,3,1999
T09,A,NONE,NA,NA,0,5,3,1999
