"park","plot","visit","genus_species","quadrat","occurrence"
"Litchfield","2","T2","Sorghum plumosum","6",15
"Litchfield","2","T2","Scleria brownii","6",1
"Litchfield","2","T2","Dendrolobium multiflorum","6",15
"Litchfield","2","T2","Haemodorum brevicaule","6",2
"Litchfield","2","T2","Galactia tenuiflora","6",1
"Litchfield","2","T2","Eriosema chinense","6",1
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","6",1
"Litchfield","2","T2","Goodenia armstrongiana","7",1
"Litchfield","2","T2","Sorghum plumosum","7",25
"Litchfield","2","T2","Sehima nervosum","7",1
"Litchfield","2","T2","Dendrolobium multiflorum","7",30
"Litchfield","2","T2","Scleria brownii","7",1
"Litchfield","2","T2","Heteropogon triticeus","7",2
"Litchfield","2","T2","Sauropus ochrophyllus","7",1
"Litchfield","2","T2","Dendrolobium multiflorum","8",10
"Litchfield","2","T2","Sorghum plumosum","8",35
"Litchfield","2","T2","Hibbertia brevipedunculata","8",5
"Litchfield","2","T2","Heteropogon triticeus","8",10
"Litchfield","2","T2","Goodenia armstrongiana","8",1
"Litchfield","2","T2","Goodenia armstrongiana","9",1
"Litchfield","2","T2","Dendrolobium multiflorum","9",45
"Litchfield","2","T2","Dianella odorata","9",1
"Litchfield","2","T2","Sorghum plumosum","9",15
"Litchfield","2","T2","Heteropogon triticeus","9",20
"Litchfield","2","T2","Lomandra tropica","10",2
"Litchfield","2","T2","Dianella odorata","10",1
"Litchfield","2","T2","Hibbertia dilatata","10",1
"Litchfield","2","T2","Dendrolobium multiflorum","10",40
"Litchfield","2","T2","Galactia tenuiflora","10",5
"Litchfield","2","T2","Heteropogon triticeus","10",5
"Litchfield","2","T2","Hibbertia brevipedunculata","10",5
"Litchfield","2","T2","Dianella odorata","11",1
"Litchfield","2","T2","Galactia tenuiflora","11",1
"Litchfield","2","T2","Flemingia parviflora","11",5
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","11",5
"Litchfield","2","T2","Heteropogon triticeus","11",15
"Litchfield","2","T2","Hibbertia dilatata","11",2
"Litchfield","2","T2","Sorghum plumosum","11",20
"Litchfield","2","T2","Sehima nervosum","11",5
"Litchfield","2","T2","Dendrolobium multiflorum","11",35
"Litchfield","2","T2","Sehima nervosum","12",5
"Litchfield","2","T2","Hibbertia dilatata","12",2
"Litchfield","2","T2","Dendrolobium multiflorum","12",50
"Litchfield","2","T2","Sorghum plumosum","12",1
"Litchfield","2","T2","Dianella odorata","12",1
"Litchfield","2","T2","Dianella odorata","13",1
"Litchfield","2","T2","Lomandra tropica","13",1
"Litchfield","2","T2","Heteropogon triticeus","13",15
"Litchfield","2","T2","Sehima nervosum","13",15
"Litchfield","2","T2","Sorghum plumosum","13",5
"Litchfield","2","T2","Patersonia macrantha","13",1
"Litchfield","2","T2","Dendrolobium multiflorum","13",45
"Litchfield","2","T2","Heteropogon triticeus","14",25
"Litchfield","2","T2","Sorghum plumosum","14",10
"Litchfield","2","T2","Dendrolobium multiflorum","14",20
"Litchfield","2","T2","Crotalaria medicaginea","14",1
"Litchfield","2","T2","Vigna lanceolata","14",1
"Litchfield","2","T2","Dianella odorata","14",1
"Litchfield","2","T2","Eriachne avenacea","14",1
"Litchfield","2","T2","Dendrolobium multiflorum","15",30
"Litchfield","2","T2","Scleria brownii","15",5
"Litchfield","2","T2","Sorghum plumosum","15",20
"Litchfield","2","T2","Heteropogon triticeus","15",15
"Litchfield","2","T2","Goodenia armstrongiana","15",1
"Litchfield","2","T2","Larsenaikia suffruticosa","15",1
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","15",1
"Litchfield","2","T2","Heteropogon triticeus","16",25
"Litchfield","2","T2","Sorghum plumosum","16",2
"Litchfield","2","T2","Sauropus ochrophyllus","16",1
"Litchfield","2","T2","Scleria brownii","16",2
"Litchfield","2","T2","Dendrolobium multiflorum","16",30
"Litchfield","2","T2","Sehima nervosum","16",5
"Litchfield","2","T2","Hibbertia dilatata","17",1
"Litchfield","2","T2","Heteropogon triticeus","17",10
"Litchfield","2","T2","Sorghum plumosum","17",1
"Litchfield","2","T2","Dendrolobium multiflorum","17",30
"Litchfield","2","T2","Flemingia parviflora","17",1
"Litchfield","2","T2","Sehima nervosum","18",25
"Litchfield","2","T2","Heteropogon triticeus","18",10
"Litchfield","2","T2","Euphorbia muelleri","18",1
"Litchfield","2","T2","Trachymene sp.","18",1
"Litchfield","2","T2","Dendrolobium multiflorum","18",10
"Litchfield","2","T2","Sorghum plumosum","18",5
"Litchfield","2","T2","Dendrolobium multiflorum","19",20
"Litchfield","2","T2","Polygala longifolia","19",1
"Litchfield","2","T2","Scleria brownii","19",1
"Litchfield","2","T2","Hibbertia brevipedunculata","19",1
"Litchfield","2","T2","Sehima nervosum","19",10
"Litchfield","2","T2","Heteropogon triticeus","19",30
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","20",1
"Litchfield","2","T2","Sehima nervosum","20",5
"Litchfield","2","T2","Heteropogon triticeus","20",20
"Litchfield","2","T2","Sorghum plumosum","20",1
"Litchfield","2","T2","Dendrolobium multiflorum","20",10
"Litchfield","2","T2","Eriachne avenacea","20",1
"Litchfield","2","T2","Sorghum plumosum","21",1
"Litchfield","2","T2","Sehima nervosum","21",1
"Litchfield","2","T2","Trachymene sp.","21",2
"Litchfield","2","T2","Scleria brownii","21",1
"Litchfield","2","T2","Euphorbia muelleri","21",1
"Litchfield","2","T2","Dendrolobium multiflorum","21",40
"Litchfield","2","T2","Polygala longifolia","21",1
"Litchfield","2","T2","Heteropogon triticeus","21",30
"Litchfield","2","T2","Heteropogon triticeus","22",20
"Litchfield","2","T2","Sehima nervosum","22",15
"Litchfield","2","T2","Heteropogon triticeus","23",20
"Litchfield","2","T2","Sehima nervosum","23",15
"Litchfield","2","T2","Polygala longifolia","23",1
"Litchfield","2","T2","Dendrolobium multiflorum","23",20
"Litchfield","2","T2","Trachymene sp.","24",1
"Litchfield","2","T2","Goodenia armstrongiana","24",1
"Litchfield","2","T2","Heteropogon triticeus","24",20
"Litchfield","2","T2","Murdannia graminea","24",1
"Litchfield","2","T2","Sehima nervosum","24",10
"Litchfield","2","T2","Dendrolobium multiflorum","24",15
"Litchfield","2","T2","Sorghum plumosum","25",1
"Litchfield","2","T2","Heteropogon triticeus","25",20
"Litchfield","2","T2","Dendrolobium multiflorum","25",10
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","25",5
"Litchfield","2","T2","Sehima nervosum","25",10
"Litchfield","2","T2","Sehima nervosum","26",1
"Litchfield","2","T2","Dendrolobium multiflorum","26",40
"Litchfield","2","T2","Eriachne avenacea","26",1
"Litchfield","2","T2","Heteropogon triticeus","26",15
"Litchfield","2","T2","Hibbertia brevipedunculata","26",5
"Litchfield","2","T2","Sorghum plumosum","26",10
"Litchfield","2","T2","Trachymene sp.","26",1
"Litchfield","2","T2","Tricoryne elatior","27",1
"Litchfield","2","T2","Dianella odorata","27",1
"Litchfield","2","T2","Heteropogon triticeus","27",20
"Litchfield","2","T2","Sehima nervosum","27",20
"Litchfield","2","T2","Hibbertia brevipedunculata","27",1
"Litchfield","2","T2","Dendrolobium multiflorum","27",20
"Litchfield","2","T2","Lomandra tropica","27",1
"Litchfield","2","T2","Hibbertia dilatata","28",1
"Litchfield","2","T2","Sehima nervosum","28",15
"Litchfield","2","T2","Dendrolobium multiflorum","28",20
"Litchfield","2","T2","Flemingia parviflora","28",10
"Litchfield","2","T2","Heteropogon triticeus","28",20
"Litchfield","2","T2","Hibbertia brevipedunculata","28",10
"Litchfield","2","T2","Sorghum plumosum","28",1
"Litchfield","2","T2","Euphorbia muelleri","29",1
"Litchfield","2","T2","Scleria brownii","29",1
"Litchfield","2","T2","Sehima nervosum","29",15
"Litchfield","2","T2","Sorghum plumosum","29",10
"Litchfield","2","T2","Heteropogon triticeus","29",25
"Litchfield","2","T2","Dendrolobium multiflorum","29",20
"Litchfield","2","T2","Hibbertia brevipedunculata","30",2
"Litchfield","2","T2","Sorghum plumosum","30",1
"Litchfield","2","T2","Heteropogon triticeus","30",15
"Litchfield","2","T2","Euphorbia muelleri","30",1
"Litchfield","2","T2","Dendrolobium multiflorum","30",80
"Litchfield","2","T2","Patersonia macrantha","30",1
"Litchfield","2","T2","Sehima nervosum","30",15
"Litchfield","2","T2","Heteropogon triticeus","31",20
"Litchfield","2","T2","Sorghum plumosum","31",1
"Litchfield","2","T2","Sehima nervosum","31",15
"Litchfield","2","T2","Dendrolobium multiflorum","31",80
"Litchfield","2","T2","Vigna lanceolata","32",10
"Litchfield","2","T2","Patersonia macrantha","32",1
"Litchfield","2","T2","Murdannia graminea","32",1
"Litchfield","2","T2","Heteropogon triticeus","32",15
"Litchfield","2","T2","Sehima nervosum","32",30
"Litchfield","2","T2","Flemingia parviflora","32",1
"Litchfield","2","T2","Sorghum plumosum","32",5
"Litchfield","2","T2","Dendrolobium multiflorum","32",15
"Litchfield","2","T2","Tephrosia lamprolobioides","32",1
"Litchfield","2","T2","Flemingia parviflora","33",1
"Litchfield","2","T2","Hibbertia brevipedunculata","33",5
"Litchfield","2","T2","Tephrosia lamprolobioides","33",2
"Litchfield","2","T2","Sehima nervosum","33",20
"Litchfield","2","T2","Heteropogon triticeus","33",25
"Litchfield","2","T2","Dendrolobium multiflorum","33",70
"Litchfield","2","T2","Sorghum plumosum","33",1
"Litchfield","2","T2","Patersonia macrantha","33",1
"Litchfield","2","T2","Heteropogon triticeus","34",10
"Litchfield","2","T2","Hibbertia brevipedunculata","34",5
"Litchfield","2","T2","Flemingia parviflora","34",1
"Litchfield","2","T2","Sorghum plumosum","34",1
"Litchfield","2","T2","Goodenia armstrongiana","34",2
"Litchfield","2","T2","Dendrolobium multiflorum","34",20
"Litchfield","2","T2","Sauropus ochrophyllus","34",2
"Litchfield","2","T2","Sehima nervosum","34",25
"Litchfield","2","T2","Tephrosia lamprolobioides","34",15
"Litchfield","2","T2","Flemingia parviflora","35",1
"Litchfield","2","T2","Sehima nervosum","35",25
"Litchfield","2","T2","Murdannia graminea","35",1
"Litchfield","2","T2","Dendrolobium multiflorum","35",45
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","35",5
"Litchfield","2","T2","Tephrosia lamprolobioides","35",1
"Litchfield","2","T2","Hibbertia brevipedunculata","35",5
"Litchfield","2","T2","Haemodorum brevicaule","35",1
"Litchfield","2","T2","Sehima nervosum","36",10
"Litchfield","2","T2","Flemingia parviflora","36",1
"Litchfield","2","T2","Trachymene sp.","36",1
"Litchfield","2","T2","Goodenia armstrongiana","36",1
"Litchfield","2","T2","Tephrosia lamprolobioides","36",5
"Litchfield","2","T2","Sauropus ochrophyllus","36",1
"Litchfield","2","T2","Haemodorum brevicaule","36",5
"Litchfield","2","T2","Sorghum plumosum","36",1
"Litchfield","2","T2","Heteropogon triticeus","36",15
"Litchfield","2","T2","Polygala longifolia","36",1
"Litchfield","2","T2","Dendrolobium multiflorum","36",25
"Litchfield","2","T2","Sehima nervosum","37",30
"Litchfield","2","T2","Tephrosia lamprolobioides","37",10
"Litchfield","2","T2","Sauropus ochrophyllus","37",5
"Litchfield","2","T2","Sorghum plumosum","37",1
"Litchfield","2","T2","Heteropogon triticeus","37",1
"Litchfield","2","T2","Haemodorum brevicaule","37",25
"Litchfield","2","T2","Dendrolobium multiflorum","37",40
"Litchfield","2","T2","Dendrolobium multiflorum","38",50
"Litchfield","2","T2","Sehima nervosum","38",10
"Litchfield","2","T2","Murdannia graminea","38",10
"Litchfield","2","T2","Tephrosia lamprolobioides","38",1
"Litchfield","2","T2","Haemodorum brevicaule","39",1
"Litchfield","2","T2","Helicteres integrifolia subsp. dentata","39",1
"Litchfield","2","T2","Heteropogon triticeus","39",1
"Litchfield","2","T2","Scleria brownii","39",1
"Litchfield","2","T2","Flemingia parviflora","39",20
"Litchfield","2","T2","Galactia tenuiflora","39",1
"Litchfield","2","T2","Tephrosia lamprolobioides","39",1
"Litchfield","2","T2","Dendrolobium multiflorum","40",50
"Litchfield","2","T2","Heteropogon triticeus","40",20
"Litchfield","2","T2","Lomandra tropica","40",2
"Litchfield","2","T3","Tephrosia lamprolobioides","1",5
"Litchfield","2","T3","Helicteres integrifolia subsp. dentata","1",5
"Litchfield","2","T3","Hibbertia brevipedunculata","1",5
"Litchfield","2","T3","Heteropogon triticeus","1",10
"Litchfield","2","T3","Goodenia armstrongiana","1",1
"Litchfield","2","T3","Sehima nervosum","1",15
"Litchfield","2","T3","Sauropus ochrophyllus","1",1
"Litchfield","2","T3","Galactia tenuiflora","1",5
"Litchfield","2","T3","Helicteres integrifolia subsp. dentata","2",5
"Litchfield","2","T3","Galactia tenuiflora","2",25
"Litchfield","2","T3","Sehima nervosum","2",5
"Litchfield","2","T3","Eriachne avenacea","2",10
"Litchfield","2","T3","Dianella odorata","2",5
"Litchfield","2","T3","Tephrosia lamprolobioides","2",1
"Litchfield","2","T3","Heteropogon triticeus","2",10
"Litchfield","2","T3","Hibbertia brevipedunculata","2",1
"Litchfield","2","T3","Lomandra tropica","2",5
"Litchfield","2","T3","Ampelocissus acetosa","3",1
"Litchfield","2","T3","Galactia tenuiflora","3",10
"Litchfield","2","T3","Hibbertia brevipedunculata","3",5
"Litchfield","2","T3","Sehima nervosum","3",20
"Litchfield","2","T3","Tephrosia lamprolobioides","3",5
"Litchfield","2","T3","Heteropogon triticeus","3",5
"Litchfield","2","T3","Hibbertia brevipedunculata","4",10
"Litchfield","2","T3","Galactia tenuiflora","4",30
"Litchfield","2","T3","Heteropogon triticeus","4",10
"Litchfield","2","T3","Alloteropsis semialata","4",10
"Litchfield","2","T3","Ampelocissus acetosa","4",1
"Litchfield","2","T3","Vigna lanceolata","4",1
"Litchfield","2","T3","Sehima nervosum","4",10
"Litchfield","2","T3","Sehima nervosum","5",5
"Litchfield","2","T3","Pseuderanthemum variabile","5",1
"Litchfield","2","T3","Alloteropsis semialata","5",10
"Litchfield","2","T3","Tephrosia lamprolobioides","5",1
"Litchfield","2","T3","Eriachne avenacea","5",10
"Litchfield","2","T3","Dianella odorata","5",1
"Litchfield","2","T3","Hibbertia brevipedunculata","5",5
"Litchfield","2","T3","Ipomoea gracilis","5",1
"Litchfield","2","T3","Goodenia armstrongiana","5",1
"Litchfield","2","T3","Galactia tenuiflora","5",20
"Litchfield","2","T3","Heteropogon triticeus","5",10
"Litchfield","2","T3","Alloteropsis semialata","6",10
"Litchfield","2","T3","Sehima nervosum","6",10
"Litchfield","2","T3","Polygala longifolia","6",1
"Litchfield","2","T3","Dianella odorata","6",5
"Litchfield","2","T3","Heteropogon triticeus","6",10
"Litchfield","2","T3","Eriosema chinense","6",1
"Litchfield","2","T3","Galactia tenuiflora","6",5
"Litchfield","2","T3","Helicteres integrifolia subsp. dentata","6",5
"Litchfield","2","T3","Heteropogon triticeus","7",10
"Litchfield","2","T3","Galactia tenuiflora","7",20
"Litchfield","2","T3","Goodenia armstrongiana","7",1
"Litchfield","2","T3","Lomandra tropica","7",1
"Litchfield","2","T3","Alloteropsis semialata","7",10
"Litchfield","2","T3","Sehima nervosum","7",15
"Litchfield","2","T3","Scleria brownii","7",1
"Litchfield","2","T3","Galactia tenuiflora","8",5
"Litchfield","2","T3","Alloteropsis semialata","8",10
"Litchfield","2","T3","Hibbertia brevipedunculata","8",10
"Litchfield","2","T3","Sehima nervosum","8",5
"Litchfield","2","T3","Goodenia armstrongiana","8",1
"Litchfield","2","T3","Heteropogon triticeus","8",10
"Litchfield","2","T3","Alloteropsis semialata","9",10
"Litchfield","2","T3","Goodenia armstrongiana","9",1
"Litchfield","2","T3","Heteropogon triticeus","9",10
"Litchfield","2","T3","Galactia tenuiflora","9",30
"Litchfield","2","T3","Sehima nervosum","9",10
"Litchfield","2","T3","Sehima nervosum","10",20
"Litchfield","2","T3","Heteropogon triticeus","10",15
"Litchfield","2","T3","Galactia tenuiflora","10",10
"Litchfield","2","T3","Dianella odorata","10",5
"Litchfield","2","T3","Hibbertia brevipedunculata","10",1
"Litchfield","2","T3","Alloteropsis semialata","11",10
"Litchfield","2","T3","Sehima nervosum","11",10
"Litchfield","2","T3","Heteropogon triticeus","11",15
"Litchfield","2","T3","Galactia tenuiflora","11",20
"Litchfield","2","T3","Helicteres integrifolia subsp. dentata","11",5
"Litchfield","2","T3","Dianella odorata","11",1
"Litchfield","2","T3","Hibbertia dilatata","11",5
"Litchfield","2","T3","Hibbertia dilatata","12",10
"Litchfield","2","T3","Dianella odorata","12",5
"Litchfield","2","T3","Heteropogon triticeus","12",10
"Litchfield","2","T3","Sehima nervosum","12",10
"Litchfield","2","T3","Alloteropsis semialata","12",1
"Litchfield","2","T3","Galactia tenuiflora","12",20
"Litchfield","2","T3","Lomandra tropica","13",10
"Litchfield","2","T3","Tephrosia lamprolobioides","13",1
"Litchfield","2","T3","Alloteropsis semialata","13",15
"Litchfield","2","T3","Polygala longifolia","13",1
"Litchfield","2","T3","Heteropogon triticeus","13",10
"Litchfield","2","T3","Hibbertia dilatata","13",1
"Litchfield","2","T3","Galactia tenuiflora","13",20
"Litchfield","2","T3","Dianella odorata","13",10
"Litchfield","2","T3","Sehima nervosum","13",5
"Litchfield","2","T3","Heteropogon triticeus","14",20
"Litchfield","2","T3","Galactia tenuiflora","14",25
"Litchfield","2","T3","Sehima nervosum","14",5
"Litchfield","2","T3","Alloteropsis semialata","14",10
"Litchfield","2","T3","Tricoryne elatior","14",1
"Litchfield","2","T3","Vigna lanceolata","14",1
"Litchfield","2","T3","Dianella odorata","14",1
"Litchfield","2","T3","Eriachne avenacea","14",1
"Litchfield","2","T3","Heteropogon triticeus","15",10
"Litchfield","2","T3","Goodenia armstrongiana","15",1
"Litchfield","2","T3","Dianella odorata","15",1
"Litchfield","2","T3","Alloteropsis semialata","15",15
"Litchfield","2","T3","Larsenaikia suffruticosa","15",1
"Litchfield","2","T3","Galactia tenuiflora","15",20
"Litchfield","2","T3","Larsenaikia suffruticosa","16",1
"Litchfield","2","T3","Heteropogon triticeus","16",20
"Litchfield","2","T3","Sehima nervosum","16",5
"Litchfield","2","T3","Galactia tenuiflora","16",20
"Litchfield","2","T3","Alloteropsis semialata","16",15
"Litchfield","2","T3","Alloteropsis semialata","17",10
"Litchfield","2","T3","Hibbertia dilatata","17",5
"Litchfield","2","T3","Flemingia parviflora","17",5
"Litchfield","2","T3","Galactia tenuiflora","17",15
"Litchfield","2","T3","Heteropogon triticeus","17",10
"Litchfield","2","T3","Galactia tenuiflora","18",5
"Litchfield","2","T3","Sehima nervosum","18",10
"Litchfield","2","T3","Heteropogon triticeus","18",15
"Litchfield","2","T3","Helicteres integrifolia subsp. dentata","18",5
