"park","plot","visit","quadrat","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Nitmiluk","3","T4","13",0,0,100,"0"
"Nitmiluk","3","T4","14",5,10,40,"0"
"Nitmiluk","3","T4","15",5,1,70,"0"
"Nitmiluk","3","T4","16",5,5,80,"0"
"Nitmiluk","3","T4","17",11,10,50,"0"
"Nitmiluk","3","T4","18",8,40,40,"0"
"Nitmiluk","3","T4","19",22,60,0,"1"
"Nitmiluk","3","T4","20",55,30,10,"0"
"Nitmiluk","3","T4","21",8,0,0,"0"
"Nitmiluk","3","T4","22",32,10,20,"0"
"Nitmiluk","3","T4","23",8,8,10,"0"
"Nitmiluk","3","T4","24",10,5,70,"0"
"Nitmiluk","3","T4","25",55,NA,NA,NA
"Nitmiluk","3","T4","26",40,10,20,"0"
"Nitmiluk","3","T4","27",20,5,40,"0"
"Nitmiluk","3","T4","28",15,15,35,"0"
"Nitmiluk","3","T4","29",12,10,20,"0"
"Nitmiluk","3","T4","30",50,10,15,"0"
"Nitmiluk","3","T4","31",10,10,0,"0"
"Nitmiluk","3","T4","32",18,20,0,"0"
"Nitmiluk","3","T4","33",NA,NA,NA,NA
"Nitmiluk","3","T4","34",25,5,60,"0"
"Nitmiluk","3","T4","35",25,5,40,"0"
"Nitmiluk","3","T4","36",2,5,40,"0"
"Nitmiluk","3","T4","37",30,5,5,"0"
"Nitmiluk","3","T4","38",25,10,20,"0"
"Nitmiluk","3","T4","39",22,15,10,"0"
"Nitmiluk","3","T4","40",25,20,10,"0"
"Nitmiluk","3","T5","1",20,20,20,"1"
"Nitmiluk","3","T5","2",50,20,5,"1"
"Nitmiluk","3","T5","3",30,60,10,"1"
"Nitmiluk","3","T5","4",50,45,5,"1"
"Nitmiluk","3","T5","5",45,10,15,"1"
"Nitmiluk","3","T5","6",50,5,10,"0"
"Nitmiluk","3","T5","7",25,10,0,"1"
"Nitmiluk","3","T5","8",15,45,5,"1"
"Nitmiluk","3","T5","9",20,15,70,"1"
"Nitmiluk","3","T5","10",30,10,60,"1"
"Nitmiluk","3","T5","11",45,10,20,"0"
"Nitmiluk","3","T5","12",10,10,90,"0"
"Nitmiluk","3","T5","13",0,5,100,"1"
"Nitmiluk","3","T5","14",15,20,40,"1"
"Nitmiluk","3","T5","15",15,5,80,"0"
"Nitmiluk","3","T5","16",5,5,90,"0"
"Nitmiluk","3","T5","17",40,5,50,"0"
"Nitmiluk","3","T5","18",10,10,90,"0"
"Nitmiluk","3","T5","19",1,40,50,"1"
"Nitmiluk","3","T5","20",2,40,50,"1"
"Nitmiluk","3","T5","21",20,30,50,"0"
"Nitmiluk","3","T5","22",20,20,40,"0"
"Nitmiluk","3","T5","23",25,5,30,"0"
"Nitmiluk","3","T5","24",30,5,50,"0"
"Nitmiluk","3","T5","25",40,5,0,"0"
"Nitmiluk","3","T5","26",15,40,10,"0"
"Nitmiluk","3","T5","27",25,15,80,"0"
"Nitmiluk","3","T5","28",15,15,75,"0"
"Nitmiluk","3","T5","29",10,5,20,"0"
"Nitmiluk","3","T5","30",30,5,20,"0"
"Nitmiluk","3","T5","31",20,10,10,"0"
"Nitmiluk","3","T5","32",15,15,5,"0"
"Nitmiluk","3","T5","33",5,1,5,"0"
"Nitmiluk","3","T5","34",10,1,5,"0"
"Nitmiluk","3","T5","35",20,1,0,"0"
"Nitmiluk","3","T5","36",25,1,5,"0"
"Nitmiluk","3","T5","37",20,5,5,"0"
"Nitmiluk","3","T5","38",15,5,5,"0"
"Nitmiluk","3","T5","39",15,5,10,"0"
"Nitmiluk","3","T5","40",20,10,5,"0"
"Nitmiluk","4","T1","1",100,50,0,"0"
"Nitmiluk","4","T1","2",70,40,0,"1"
"Nitmiluk","4","T1","3",100,100,0,"1"
"Nitmiluk","4","T1","4",100,70,0,"2"
"Nitmiluk","4","T1","5",80,40,0,"1"
"Nitmiluk","4","T1","6",70,40,0,"0"
"Nitmiluk","4","T1","7",80,30,0,"0"
"Nitmiluk","4","T1","8",70,20,0,"0"
"Nitmiluk","4","T1","9",60,20,0,"0"
"Nitmiluk","4","T1","10",70,30,0,"1"
"Nitmiluk","4","T1","11",95,60,0,"1"
"Nitmiluk","4","T1","12",100,90,0,"0"
"Nitmiluk","4","T1","13",70,30,0,"0"
"Nitmiluk","4","T1","14",90,70,0,"0"
"Nitmiluk","4","T1","15",80,50,0,"1"
"Nitmiluk","4","T1","16",80,40,0,"0"
"Nitmiluk","4","T1","17",100,65,0,"1"
"Nitmiluk","4","T1","18",50,10,0,"0"
"Nitmiluk","4","T1","19",40,10,0,"0"
"Nitmiluk","4","T1","20",40,20,0,"0"
"Nitmiluk","4","T1","21",40,10,0,"0"
"Nitmiluk","4","T1","22",35,10,0,"0"
"Nitmiluk","4","T1","23",50,10,0,"0"
"Nitmiluk","4","T1","24",45,15,0,"0"
"Nitmiluk","4","T1","25",50,20,0,"0"
"Nitmiluk","4","T1","26",60,10,0,"1"
"Nitmiluk","4","T1","27",40,20,0,"0"
"Nitmiluk","4","T1","28",70,30,0,"1"
"Nitmiluk","4","T1","29",90,40,0,"0"
"Nitmiluk","4","T1","30",50,10,0,"0"
"Nitmiluk","4","T1","31",50,20,0,"0"
"Nitmiluk","4","T1","32",50,10,0,"0"
"Nitmiluk","4","T1","33",60,30,0,"1"
"Nitmiluk","4","T1","34",100,30,0,"1"
"Nitmiluk","4","T1","35",70,60,0,"1"
"Nitmiluk","4","T1","36",40,15,0,"1"
"Nitmiluk","4","T1","37",60,30,0,"0"
"Nitmiluk","4","T1","38",90,50,0,"0"
"Nitmiluk","4","T1","39",100,50,0,"1"
"Nitmiluk","4","T1","40",60,20,0,"0"
"Nitmiluk","4","T2","1",NA,10,0,"0"
"Nitmiluk","4","T2","2",NA,5,0,"0"
"Nitmiluk","4","T2","3",NA,10,0,"0"
"Nitmiluk","4","T2","4",NA,15,0,"0"
"Nitmiluk","4","T2","5",NA,10,0,"0"
"Nitmiluk","4","T2","6",NA,15,0,"0"
"Nitmiluk","4","T2","7",NA,10,0,"0"
"Nitmiluk","4","T2","8",NA,15,0,"0"
"Nitmiluk","4","T2","9",NA,10,0,"1"
"Nitmiluk","4","T2","10",NA,20,0,"1"
"Nitmiluk","4","T2","11",NA,20,0,"1"
"Nitmiluk","4","T2","12",NA,20,0,"0"
"Nitmiluk","4","T2","13",NA,10,0,"0"
"Nitmiluk","4","T2","14",NA,20,0,"0"
"Nitmiluk","4","T2","15",NA,15,0,"0"
"Nitmiluk","4","T2","16",NA,15,0,"0"
"Nitmiluk","4","T2","17",NA,15,0,"0"
"Nitmiluk","4","T2","18",NA,10,0,"0"
"Nitmiluk","4","T2","19",NA,15,0,"0"
"Nitmiluk","4","T2","20",NA,5,0,"0"
"Nitmiluk","4","T2","21",NA,5,0,"0"
"Nitmiluk","4","T2","22",NA,10,0,"0"
"Nitmiluk","4","T2","23",NA,5,0,"0"
"Nitmiluk","4","T2","24",NA,15,0,"0"
"Nitmiluk","4","T2","25",NA,15,0,"0"
"Nitmiluk","4","T2","26",NA,10,0,"0"
"Nitmiluk","4","T2","27",NA,5,0,"0"
"Nitmiluk","4","T2","28",NA,15,0,"1"
"Nitmiluk","4","T2","29",NA,10,0,"0"
"Nitmiluk","4","T2","30",NA,5,0,"0"
"Nitmiluk","4","T2","31",NA,10,0,"0"
"Nitmiluk","4","T2","32",NA,5,0,"0"
"Nitmiluk","4","T2","33",NA,20,0,"0"
"Nitmiluk","4","T2","34",NA,10,0,"0"
"Nitmiluk","4","T2","35",NA,15,0,"0"
"Nitmiluk","4","T2","36",NA,5,0,"0"
"Nitmiluk","4","T2","37",NA,5,0,"0"
"Nitmiluk","4","T2","38",NA,10,0,"0"
"Nitmiluk","4","T2","39",NA,30,0,"0"
"Nitmiluk","4","T2","40",NA,5,0,"0"
"Nitmiluk","4","T3","1",20,20,0,"0"
"Nitmiluk","4","T3","2",10,30,0,"0"
"Nitmiluk","4","T3","3",10,10,0,"0"
"Nitmiluk","4","T3","4",20,15,0,"0"
"Nitmiluk","4","T3","5",40,30,0,"0"
"Nitmiluk","4","T3","6",15,1,0,"0"
"Nitmiluk","4","T3","7",20,20,0,"0"
"Nitmiluk","4","T3","8",20,20,0,"0"
"Nitmiluk","4","T3","9",15,30,0,"1"
"Nitmiluk","4","T3","10",15,20,0,"1"
"Nitmiluk","4","T3","11",10,30,0,"1"
"Nitmiluk","4","T3","12",10,50,0,"0"
"Nitmiluk","4","T3","13",15,30,0,"0"
"Nitmiluk","4","T3","14",10,50,0,"0"
"Nitmiluk","4","T3","15",10,40,0,"0"
"Nitmiluk","4","T3","16",10,20,0,"0"
"Nitmiluk","4","T3","17",15,30,0,"0"
"Nitmiluk","4","T3","18",20,30,0,"0"
"Nitmiluk","4","T3","19",15,30,0,"0"
"Nitmiluk","4","T3","20",10,30,0,"0"
"Nitmiluk","4","T3","21",15,10,0,"0"
"Nitmiluk","4","T3","22",15,20,0,"0"
"Nitmiluk","4","T3","23",15,30,0,"0"
"Nitmiluk","4","T3","24",10,20,0,"0"
"Nitmiluk","4","T3","25",15,20,0,"0"
"Nitmiluk","4","T3","26",15,30,0,"0"
"Nitmiluk","4","T3","27",10,20,0,"0"
"Nitmiluk","4","T3","28",10,40,0,"1"
"Nitmiluk","4","T3","29",10,30,0,"0"
"Nitmiluk","4","T3","30",15,10,0,"0"
"Nitmiluk","4","T3","31",15,20,0,"0"
"Nitmiluk","4","T3","32",10,5,0,"0"
"Nitmiluk","4","T3","33",15,30,0,"0"
"Nitmiluk","4","T3","34",20,25,5,"0"
"Nitmiluk","4","T3","35",15,20,0,"0"
"Nitmiluk","4","T3","36",10,5,0,"0"
"Nitmiluk","4","T3","37",15,15,0,"0"
"Nitmiluk","4","T3","38",20,20,0,"0"
"Nitmiluk","4","T3","39",15,40,0,"0"
"Nitmiluk","4","T3","40",5,5,0,"0"
"Nitmiluk","4","T4","1",25,1,0,"0"
"Nitmiluk","4","T4","2",5,20,0,"0"
"Nitmiluk","4","T4","3",25,5,0,"1"
"Nitmiluk","4","T4","4",15,15,0,"0"
"Nitmiluk","4","T4","5",40,30,0,"0"
"Nitmiluk","4","T4","6",15,20,0,"0"
"Nitmiluk","4","T4","7",25,50,0,"0"
"Nitmiluk","4","T4","8",40,30,0,"1"
"Nitmiluk","4","T4","9",15,30,0,"1"
"Nitmiluk","4","T4","10",45,40,0,"1"
"Nitmiluk","4","T4","11",5,50,0,"1"
"Nitmiluk","4","T4","12",25,70,0,"0"
"Nitmiluk","4","T4","13",10,70,0,"0"
"Nitmiluk","4","T4","14",12,50,0,"1"
"Nitmiluk","4","T4","15",18,40,0,"0"
"Nitmiluk","4","T4","16",10,60,0,"1"
"Nitmiluk","4","T4","17",8,60,0,"1"
"Nitmiluk","4","T4","18",10,30,0,"0"
"Nitmiluk","4","T4","19",12,30,0,"0"
"Nitmiluk","4","T4","20",10,30,0,"0"
"Nitmiluk","4","T4","21",12,5,0,"0"
"Nitmiluk","4","T4","22",15,10,0,"0"
"Nitmiluk","4","T4","23",40,25,0,"0"
"Nitmiluk","4","T4","24",10,25,0,"0"
"Nitmiluk","4","T4","25",12,10,0,"0"
"Nitmiluk","4","T4","26",15,40,0,"1"
"Nitmiluk","4","T4","27",10,30,0,"1"
"Nitmiluk","4","T4","28",10,30,0,"1"
"Nitmiluk","4","T4","29",10,30,0,"0"
"Nitmiluk","4","T4","30",25,10,0,"0"
"Nitmiluk","4","T4","31",20,30,0,"0"
"Nitmiluk","4","T4","32",10,30,0,"0"
"Nitmiluk","4","T4","33",25,20,0,"0"
"Nitmiluk","4","T4","34",20,40,0,"0"
"Nitmiluk","4","T4","35",10,40,0,"1"
"Nitmiluk","4","T4","36",10,5,0,"1"
"Nitmiluk","4","T4","37",20,3,0,"1"
"Nitmiluk","4","T4","38",20,20,0,"1"
"Nitmiluk","4","T4","39",25,60,0,"1"
"Nitmiluk","4","T4","40",7,1,0,"0"
"Nitmiluk","4","T5","1",25,10,0,"0"
"Nitmiluk","4","T5","2",5,15,0,"0"
"Nitmiluk","4","T5","3",20,5,0,"1"
"Nitmiluk","4","T5","4",20,10,0,"0"
"Nitmiluk","4","T5","5",15,15,0,"0"
"Nitmiluk","4","T5","6",10,20,0,"0"
"Nitmiluk","4","T5","7",10,10,0,"0"
"Nitmiluk","4","T5","8",25,40,0,"0"
"Nitmiluk","4","T5","9",15,20,0,"0"
"Nitmiluk","4","T5","10",15,NA,NA,NA
"Nitmiluk","4","T5","11",10,20,0,"0"
"Nitmiluk","4","T5","12",15,50,0,"1"
"Nitmiluk","4","T5","13",8,10,0,"0"
"Nitmiluk","4","T5","14",15,40,0,"0"
"Nitmiluk","4","T5","15",12,30,0,"0"
"Nitmiluk","4","T5","16",8,30,0,"1"
"Nitmiluk","4","T5","17",8,40,0,"1"
"Nitmiluk","4","T5","18",12,40,0,"1"
"Nitmiluk","4","T5","19",15,10,0,"0"
"Nitmiluk","4","T5","20",10,10,0,"0"
"Nitmiluk","4","T5","21",10,8,0,"0"
"Nitmiluk","4","T5","22",12,10,0,"0"
"Nitmiluk","4","T5","23",20,10,0,"0"
"Nitmiluk","4","T5","24",8,5,0,"1"
"Nitmiluk","4","T5","25",12,20,0,"0"
"Nitmiluk","4","T5","26",12,20,0,"0"
"Nitmiluk","4","T5","27",10,10,0,"0"
"Nitmiluk","4","T5","28",10,30,0,"0"
"Nitmiluk","4","T5","29",10,30,0,"1"
"Nitmiluk","4","T5","30",20,15,0,"0"
"Nitmiluk","4","T5","31",15,10,0,"0"
"Nitmiluk","4","T5","32",10,10,0,"0"
"Nitmiluk","4","T5","33",10,15,0,"1"
"Nitmiluk","4","T5","34",10,10,0,"0"
"Nitmiluk","4","T5","35",10,10,0,"1"
"Nitmiluk","4","T5","36",10,10,0,"1"
"Nitmiluk","4","T5","37",15,10,0,"0"
"Nitmiluk","4","T5","38",15,10,0,"1"
"Nitmiluk","4","T5","39",10,15,0,"1"
"Nitmiluk","4","T5","40",10,10,0,"0"
"Nitmiluk","5","T1","1",100,40,40,"1"
"Nitmiluk","5","T1","2",100,60,10,"1"
"Nitmiluk","5","T1","3",100,20,10,"0"
"Nitmiluk","5","T1","4",100,10,10,"0"
"Nitmiluk","5","T1","5",85,15,0,"0"
"Nitmiluk","5","T1","6",30,5,5,"0"
"Nitmiluk","5","T1","7",85,5,0,"0"
"Nitmiluk","5","T1","8",100,30,50,"0"
"Nitmiluk","5","T1","9",100,10,20,"0"
"Nitmiluk","5","T1","10",100,40,40,"0"
"Nitmiluk","5","T1","11",50,10,0,"0"
"Nitmiluk","5","T1","12",100,60,0,"0"
"Nitmiluk","5","T1","13",80,5,0,"0"
"Nitmiluk","5","T1","14",100,5,40,"0"
"Nitmiluk","5","T1","15",100,5,50,"0"
"Nitmiluk","5","T1","16",100,5,0,"0"
"Nitmiluk","5","T1","17",100,30,50,"0"
"Nitmiluk","5","T1","18",100,50,40,"1"
"Nitmiluk","5","T1","19",100,60,60,"1"
"Nitmiluk","5","T1","20",90,30,20,"0"
"Nitmiluk","5","T1","21",100,50,20,"0"
"Nitmiluk","5","T1","22",100,40,50,"0"
"Nitmiluk","5","T1","23",100,20,90,"0"
"Nitmiluk","5","T1","24",100,10,60,"0"
"Nitmiluk","5","T1","25",100,20,80,"0"
"Nitmiluk","5","T1","26",100,5,10,"0"
"Nitmiluk","5","T1","27",100,5,80,"0"
"Nitmiluk","5","T1","28",100,20,20,"0"
"Nitmiluk","5","T1","29",100,40,0,"1"
"Nitmiluk","5","T1","30",80,20,0,"1"
"Nitmiluk","5","T1","31",100,50,20,"0"
"Nitmiluk","5","T1","32",55,15,0,"0"
"Nitmiluk","5","T1","33",100,15,20,"0"
"Nitmiluk","5","T1","34",90,10,10,"0"
"Nitmiluk","5","T1","35",100,10,50,"0"
"Nitmiluk","5","T1","36",95,15,0,"0"
"Nitmiluk","5","T1","37",80,10,0,"0"
"Nitmiluk","5","T1","38",100,20,50,"1"
"Nitmiluk","5","T1","39",70,5,5,"1"
"Nitmiluk","5","T1","40",65,10,5,"1"
"Nitmiluk","5","T2","1",85,15,0,"1"
"Nitmiluk","5","T2","2",70,5,1,"1"
"Nitmiluk","5","T2","3",70,5,2,"1"
"Nitmiluk","5","T2","4",45,5,2,"0"
"Nitmiluk","5","T2","5",50,5,1,"0"
"Nitmiluk","5","T2","6",10,5,90,"0"
"Nitmiluk","5","T2","7",40,0,0,"0"
"Nitmiluk","5","T2","8",50,2,2,"0"
"Nitmiluk","5","T2","9",45,5,20,"1"
"Nitmiluk","5","T2","10",30,5,15,"1"
"Nitmiluk","5","T2","11",10,2,5,"1"
"Nitmiluk","5","T2","12",30,10,1,"1"
"Nitmiluk","5","T2","13",50,3,0,"0"
"Nitmiluk","5","T2","14",45,1,5,"0"
"Nitmiluk","5","T2","15",45,1,20,"0"
"Nitmiluk","5","T2","16",70,20,5,"0"
"Nitmiluk","5","T2","17",50,10,25,"0"
"Nitmiluk","5","T2","18",70,10,5,"1"
"Nitmiluk","5","T2","19",60,5,0,"1"
"Nitmiluk","5","T2","20",20,10,15,"1"
"Nitmiluk","5","T2","21",45,3,5,"0"
"Nitmiluk","5","T2","22",70,3,10,"0"
"Nitmiluk","5","T2","23",50,5,30,"0"
"Nitmiluk","5","T2","24",50,5,40,"0"
"Nitmiluk","5","T2","25",45,5,40,"0"
"Nitmiluk","5","T2","26",50,3,10,"0"
"Nitmiluk","5","T2","27",25,5,60,"0"
"Nitmiluk","5","T2","28",55,5,10,"0"
"Nitmiluk","5","T2","29",50,5,0,"1"
"Nitmiluk","5","T2","30",50,5,20,"1"
"Nitmiluk","5","T2","31",60,5,0,"1"
"Nitmiluk","5","T2","32",20,5,5,"0"
"Nitmiluk","5","T2","33",35,5,5,"0"
"Nitmiluk","5","T2","34",40,5,10,"0"
"Nitmiluk","5","T2","35",40,5,10,"0"
"Nitmiluk","5","T2","36",60,5,2,"0"
"Nitmiluk","5","T2","37",50,5,10,"0"
"Nitmiluk","5","T2","38",20,25,60,"0"
"Nitmiluk","5","T2","39",40,30,5,"1"
"Nitmiluk","5","T2","40",35,15,3,"0"
"Nitmiluk","5","T3","1",2,95,2,"1"
"Nitmiluk","5","T3","2",20,65,0,"1"
"Nitmiluk","5","T3","3",30,45,0,"0"
"Nitmiluk","5","T3","4",45,30,0,"0"
"Nitmiluk","5","T3","5",45,20,0,"0"
"Nitmiluk","5","T3","6",20,15,0,"1"
"Nitmiluk","5","T3","7",40,15,0,"0"
"Nitmiluk","5","T3","8",30,25,0,"0"
"Nitmiluk","5","T3","9",35,20,0,"1"
"Nitmiluk","5","T3","10",30,15,10,"1"
"Nitmiluk","5","T3","11",25,10,0,"1"
"Nitmiluk","5","T3","12",45,10,0,"1"
"Nitmiluk","5","T3","13",25,30,0,"0"
"Nitmiluk","5","T3","14",30,10,1,"0"
"Nitmiluk","5","T3","15",15,20,1,"0"
"Nitmiluk","5","T3","16",5,50,0,"0"
"Nitmiluk","5","T3","17",5,80,0,"0"
"Nitmiluk","5","T3","18",10,75,0,"0"
"Nitmiluk","5","T3","19",15,35,5,"1"
"Nitmiluk","5","T3","20",1,35,0,"1"
"Nitmiluk","5","T3","21",35,15,0,"0"
"Nitmiluk","5","T3","22",10,85,0,"0"
"Nitmiluk","5","T3","23",40,45,2,"0"
"Nitmiluk","5","T3","24",30,30,0,"0"
"Nitmiluk","5","T3","25",35,20,0,"0"
"Nitmiluk","5","T3","26",25,20,0,"0"
"Nitmiluk","5","T3","27",30,30,2,"0"
"Nitmiluk","5","T3","28",10,65,5,"0"
"Nitmiluk","5","T3","29",10,80,0,"0"
"Nitmiluk","5","T3","30",5,80,0,"0"
"Nitmiluk","5","T3","31",10,80,0,"0"
"Nitmiluk","5","T3","32",2,2,50,"0"
"Nitmiluk","5","T3","33",5,25,1,"0"
"Nitmiluk","5","T3","34",20,15,30,"0"
"Nitmiluk","5","T3","35",20,35,0,"0"
"Nitmiluk","5","T3","36",15,50,0,"0"
"Nitmiluk","5","T3","37",15,40,0,"0"
"Nitmiluk","5","T3","38",20,35,0,"0"
"Nitmiluk","5","T3","39",40,10,0,"1"
"Nitmiluk","5","T3","40",40,15,0,"0"
"Nitmiluk","5","T4","1",50,5,0,"1"
"Nitmiluk","5","T4","2",30,5,0,"1"
"Nitmiluk","5","T4","3",30,1,0,"1"
"Nitmiluk","5","T4","4",20,1,0,"0"
"Nitmiluk","5","T4","5",30,1,0,"0"
"Nitmiluk","5","T4","6",20,1,0,"2"
"Nitmiluk","5","T4","7",20,1,0,"1"
"Nitmiluk","5","T4","8",25,1,15,"0"
"Nitmiluk","5","T4","9",40,5,0,"0"
"Nitmiluk","5","T4","10",30,5,0,"1"
"Nitmiluk","5","T4","11",15,1,0,"0"
"Nitmiluk","5","T4","12",0,1,0,"1"
"Nitmiluk","5","T4","13",25,1,0,"0"
"Nitmiluk","5","T4","14",20,0,0,"0"
"Nitmiluk","5","T4","15",30,0,0,"0"
"Nitmiluk","5","T4","16",50,1,0,"0"
"Nitmiluk","5","T4","17",30,1,0,"0"
"Nitmiluk","5","T4","18",30,1,0,"0"
"Nitmiluk","5","T4","19",40,1,0,"0"
"Nitmiluk","5","T4","20",25,0,0,"0"
"Nitmiluk","5","T4","21",40,1,0,"0"
"Nitmiluk","5","T4","22",25,1,0,"1"
"Nitmiluk","5","T4","23",50,1,20,"0"
"Nitmiluk","5","T4","24",25,1,20,"0"
"Nitmiluk","5","T4","25",30,0,0,"0"
"Nitmiluk","5","T4","26",20,0,0,"0"
"Nitmiluk","5","T4","27",25,1,20,"1"
"Nitmiluk","5","T4","28",20,1,15,"1"
"Nitmiluk","5","T4","29",25,5,0,"0"
"Nitmiluk","5","T4","30",35,1,0,"0"
"Nitmiluk","5","T4","31",30,1,0,"0"
"Nitmiluk","5","T4","32",20,0,0,"0"
"Nitmiluk","5","T4","33",10,0,0,"0"
"Nitmiluk","5","T4","34",10,0,20,"0"
"Nitmiluk","5","T4","35",10,0,0,"0"
"Nitmiluk","5","T4","36",40,0,0,"0"
"Nitmiluk","5","T4","37",30,0,0,"0"
"Nitmiluk","5","T4","38",25,1,0,"0"
"Nitmiluk","5","T4","39",20,0,0,"1"
"Nitmiluk","5","T4","40",30,0,0,"1"
"Nitmiluk","5","T5","1",55,20,0,"1"
"Nitmiluk","5","T5","2",70,5,0,"1"
"Nitmiluk","5","T5","3",55,5,0,"0"
"Nitmiluk","5","T5","4",60,5,0,"0"
"Nitmiluk","5","T5","5",45,5,0,"0"
"Nitmiluk","5","T5","6",25,5,2,"0"
"Nitmiluk","5","T5","7",65,5,0,"0"
"Nitmiluk","5","T5","8",70,10,0,"0"
"Nitmiluk","5","T5","9",55,5,0,"0"
"Nitmiluk","5","T5","10",55,NA,15,"1"
"Nitmiluk","5","T5","11",65,5,0,"0"
"Nitmiluk","5","T5","12",40,10,5,"0"
"Nitmiluk","5","T5","13",55,5,0,"0"
"Nitmiluk","5","T5","14",45,5,10,"0"
"Nitmiluk","5","T5","15",65,5,10,"0"
"Nitmiluk","5","T5","16",70,5,0,"0"
"Nitmiluk","5","T5","17",60,5,5,"0"
"Nitmiluk","5","T5","18",60,5,5,"0"
"Nitmiluk","5","T5","19",75,5,15,"1"
"Nitmiluk","5","T5","20",25,5,5,"0"
"Nitmiluk","5","T5","21",45,5,5,"0"
"Nitmiluk","5","T5","22",55,5,15,"0"
"Nitmiluk","5","T5","23",40,5,35,"0"
"Nitmiluk","5","T5","24",45,5,30,"0"
"Nitmiluk","5","T5","25",65,5,25,"0"
"Nitmiluk","5","T5","26",65,5,5,"0"
"Nitmiluk","5","T5","27",60,NA,NA,NA
"Nitmiluk","5","T5","28",55,10,0,"0"
"Nitmiluk","5","T5","29",70,10,0,"0"
"Nitmiluk","5","T5","30",45,5,0,"1"
"Nitmiluk","5","T5","31",65,15,0,"0"
"Nitmiluk","5","T5","32",30,5,15,"0"
"Nitmiluk","5","T5","33",30,10,5,NA
"Nitmiluk","5","T5","34",40,15,15,NA
"Nitmiluk","5","T5","35",45,10,5,"0"
"Nitmiluk","5","T5","36",60,10,0,"0"
"Nitmiluk","5","T5","37",65,NA,NA,NA
"Nitmiluk","5","T5","38",55,5,15,"0"
"Nitmiluk","5","T5","39",65,5,0,"0"
"Nitmiluk","5","T5","40",55,NA,NA,NA
"Nitmiluk","6","T1","1",100,60,1,"1"
"Nitmiluk","6","T1","2",100,80,0,"1"
"Nitmiluk","6","T1","3",100,40,0,"1"
"Nitmiluk","6","T1","4",100,90,0,"1"
"Nitmiluk","6","T1","5",100,60,0,"1"
"Nitmiluk","6","T1","6",70,10,0,"0"
"Nitmiluk","6","T1","7",100,10,50,"1"
"Nitmiluk","6","T1","8",95,20,0,"1"
"Nitmiluk","6","T1","9",90,20,0,"1"
"Nitmiluk","6","T1","10",100,40,0,"1"
"Nitmiluk","6","T1","11",100,15,0,"1"
"Nitmiluk","6","T1","12",100,40,0,"1"
"Nitmiluk","6","T1","13",100,25,0,"1"
"Nitmiluk","6","T1","14",100,35,0,"2"
"Nitmiluk","6","T1","15",100,30,0,"1"
"Nitmiluk","6","T1","16",100,85,0,"1"
"Nitmiluk","6","T1","17",90,50,0,"2"
"Nitmiluk","6","T1","18",95,30,0,"2"
"Nitmiluk","6","T1","19",100,40,0,"2"
"Nitmiluk","6","T1","20",100,30,0,"2"
"Nitmiluk","6","T1","21",60,0,0,"2"
"Nitmiluk","6","T1","22",35,10,0,"1"
"Nitmiluk","6","T1","23",100,15,70,"2"
"Nitmiluk","6","T1","24",100,30,15,"2"
"Nitmiluk","6","T1","25",90,40,5,"2"
"Nitmiluk","6","T1","26",100,40,0,"0"
"Nitmiluk","6","T1","27",100,60,0,"0"
"Nitmiluk","6","T1","28",100,50,5,"0"
"Nitmiluk","6","T1","29",100,70,0,"1"
"Nitmiluk","6","T1","30",100,50,0,"1"
"Nitmiluk","6","T1","31",100,50,15,"1"
"Nitmiluk","6","T1","32",100,40,15,"2"
"Nitmiluk","6","T1","33",90,25,20,"0"
"Nitmiluk","6","T1","34",80,35,0,"1"
"Nitmiluk","6","T1","35",100,50,5,"1"
"Nitmiluk","6","T1","36",100,40,0,"1"
"Nitmiluk","6","T1","37",100,45,0,"2"
"Nitmiluk","6","T1","38",95,30,0,"2"
"Nitmiluk","6","T1","39",100,45,0,"2"
"Nitmiluk","6","T1","40",100,40,0,"2"
"Nitmiluk","6","T2","1",100,20,1,"1"
"Nitmiluk","6","T2","2",70,30,0,"1"
"Nitmiluk","6","T2","3",70,30,0,"1"
"Nitmiluk","6","T2","4",60,40,0,"0"
"Nitmiluk","6","T2","5",90,10,0,"1"
"Nitmiluk","6","T2","6",90,10,0,"1"
"Nitmiluk","6","T2","7",30,0,0,"1"
"Nitmiluk","6","T2","8",30,70,0,"1"
"Nitmiluk","6","T2","9",80,20,0,"1"
"Nitmiluk","6","T2","10",90,100,0,"1"
"Nitmiluk","6","T2","11",70,20,0,"1"
"Nitmiluk","6","T2","12",100,0,0,"1"
"Nitmiluk","6","T2","13",40,60,0,"1"
"Nitmiluk","6","T2","14",60,40,0,"1"
"Nitmiluk","6","T2","15",50,30,10,"1"
"Nitmiluk","6","T2","16",30,20,10,"1"
"Nitmiluk","6","T2","17",80,10,0,"1"
"Nitmiluk","6","T2","18",80,0,0,"0"
"Nitmiluk","6","T2","19",20,10,0,"1"
"Nitmiluk","6","T2","20",50,50,0,"1"
"Nitmiluk","6","T2","21",50,1,0,"2"
"Nitmiluk","6","T2","22",40,1,0,"1"
"Nitmiluk","6","T2","23",100,10,80,"1"
"Nitmiluk","6","T2","24",100,20,10,"1"
"Nitmiluk","6","T2","25",90,15,10,"1"
"Nitmiluk","6","T2","26",90,30,0,"0"
