"id","visit_code","veg_species","structural_layer","comments"
"12472","012-10-32-1","Lagenifera stipitata","Understorey",""
"12473","012-10-32-1","Breynia oblongifolia","Understorey",""
"12474","012-10-32-1","Marsdenia suaveolens","Understorey",""
"12475","012-10-32-1","Poranthera microphylla","Understorey",""
"12476","012-10-32-1","Entolasia stricta","Understorey",""
"12477","012-10-32-1","Acianthus sp.","Understorey",""
"12478","012-10-32-1","Banksia integrifolia","Understorey",""
"12479","012-10-32-1","Gastrodia sesamoides","Understorey",""
"12480","012-10-32-1","Sarcopetalum harveyanum","Understorey",""
"12481","012-10-32-2","Persoonia levis","Mid Storey",""
"12482","012-10-32-2","Monotoca elliptica","Mid Storey",""
"12483","012-10-32-2","Leptospermum laevigatum","Mid Storey",""
"12484","012-10-32-2","Banksia serrata","Mid Storey",""
"12485","012-10-32-2","Acacia longifolia","Mid Storey",""
"12486","012-10-32-2","Eucalyptus botryoides","Overstorey",""
"12487","012-10-32-2","Glycine tabacina","Understorey",""
"12488","012-10-32-2","Synoum glandulosum","Understorey",""
"12489","012-10-32-2","Stephania japonica var. discolor","Understorey",""
"12490","012-10-32-2","Sarcopetalum harveyanum","Understorey",""
"12491","012-10-32-2","Pteridium esculentum","Understorey",""
"12492","012-10-32-2","Monotoca elliptica","Understorey",""
"12493","012-10-32-2","Lycopodium deuterodensum","Understorey",""
"12494","012-10-32-2","Lomandra longifolia","Understorey",""
"12495","012-10-32-2","Viola hederacea","Understorey",""
"12496","012-10-32-2","Gonocarpus teucrioides","Understorey",""
"12497","012-10-32-2","Leucopogon lanceolatus","Understorey",""
"12498","012-10-32-2","Entolasia marginata","Understorey",""
"12499","012-10-32-2","Elaeocarpus reticulatus","Understorey",""
"12500","012-10-32-2","Dianella caerulea","Understorey",""
"12501","012-10-32-2","Desmodium varians","Understorey",""
"12502","012-10-32-2","Cissus hypoglauca","Understorey",""
"12503","012-10-32-2","Banksia serrata","Understorey",""
"12504","012-10-32-2","Acianthus sp.","Understorey",""
"12505","012-10-32-2","Acacia longifolia","Understorey",""
"12506","012-10-32-2","Lepidosperma concavum","Understorey",""
"12507","012-10-32-2","Hibbertia scandens","Understorey",""
"12508","012-10-32-2","Galium propinquum","Understorey",""
"12509","012-10-32-2","Glycine clandestina","Understorey",""
"12510","012-10-32-2","Eustrephus latifolius","Understorey",""
"12511","012-10-32-2","Imperata cylindrica var. major","Understorey",""
"12512","012-10-32-2","Entolasia stricta","Understorey",""
"12513","012-10-32-2","Themeda australis","Understorey",""
"12514","012-10-32-2","Hardenbergia violacea","Understorey",""
"12515","012-10-32-2","Patersonia sericea","Understorey",""
"12516","012-10-32-2","Clematis aristata","Understorey",""
"12517","012-10-32-2","Marsdenia rostrata","Understorey",""
"12518","012-10-32-2","Poranthera microphylla","Understorey",""
"12519","012-10-32-2","Lagenifera stipitata","Understorey",""
"12520","012-10-32-2","Parsonsia straminea","Understorey",""
"12521","012-10-32-2","Astroloma pinifolium","Understorey",""
"12522","012-10-32-2","Opercularia aspera","Understorey",""
"12523","012-10-32-2","Kennedia rubicunda","Understorey",""
"12524","012-10-32-2","Leucopogon ericoides","Understorey",""
"12525","012-10-32-2","Senecio sp.","Understorey",""
"12526","012-10-32-2","Breynia oblongifolia","Understorey",""
"12527","012-10-32-2","Exocarpos strictus","Understorey",""
"12528","012-10-32-2","Schelhammera undulata","Understorey",""
"12529","012-10-32-2","Banksia integrifolia","Understorey",""
"12530","012-10-32-2","Xanthosia pilosa","Understorey",""
"12531","012-10-32-2","Notelaea longifolia forma longifolia","Understorey",""
"12532","012-10-32-2","Gastrodia sesamoides","Understorey",""
"12533","012-10-32-2","Phebalium squamulosum","Understorey",""
"12534","012-10-38-1","Xanthorrhoea resinifera","Understorey",""
"12535","012-10-38-1","Pteridium esculentum","Understorey",""
"12536","012-10-38-1","Pimelea linifolia","Understorey",""
"12537","012-10-38-1","Philotheca buxifolius","Understorey",""
"12538","012-10-38-1","Patersonia glabrata","Understorey",""
"12539","012-10-38-1","Monotoca elliptica","Understorey",""
"12540","012-10-38-1","Lomandra glauca","Understorey",""
"12541","012-10-38-1","Leptospermum laevigatum","Understorey",""
"12542","012-10-38-1","Lepidosperma concavum","Understorey",""
"12543","012-10-38-1","Gonocarpus teucrioides","Understorey",""
"12544","012-10-38-1","Epacris pulchella","Understorey",""
"12545","012-10-38-1","Bossiaea heterophylla","Understorey",""
"12546","012-10-38-1","Banksia serrata","Understorey",""
"12547","012-10-38-1","Acacia suaveolens","Understorey",""
"12548","012-10-38-1","Ceratopetalum gummiferum","Mid Storey",""
"12549","012-10-38-1","Banksia serrata","Mid Storey",""
"12550","012-10-38-1","Leptospermum laevigatum","Mid Storey",""
"12551","012-10-38-1","Hypolaena fastigiata","Understorey",""
"12552","012-10-38-1","Leucopogon ericoides","Understorey",""
"12554","012-10-38-1","Phyllota phylicoides","Understorey",""
"12555","012-10-38-1","Casuarina glauca","Understorey",""
"12556","012-10-38-1","Ricinocarpos pinifolius","Understorey",""
"12557","012-10-38-1","Cassytha pubescens","Understorey",""
"12558","012-10-38-1","Austrostipa pubescens","Understorey",""
"12559","012-10-38-1","Pultenaea rosmarinifolia","Understorey",""
"12560","012-10-38-1","Schoenus ericetorum","Understorey",""
"12561","012-10-38-1","Ceratopetalum gummiferum","Understorey",""
"12562","012-10-38-1","Bossiaea ensata","Understorey",""
"12563","012-10-38-1","Dianella caerulea","Understorey",""
"12564","012-10-38-1","Platysace lanceolata","Understorey",""
"12565","012-10-38-1","Smilax glyciphylla","Understorey",""
"12566","012-10-38-1","Elaeocarpus reticulatus","Understorey",""
"12567","012-10-38-1","Thysanotus juncifolius","Understorey",""
"12568","012-10-38-1","Entolasia stricta","Understorey",""
"12569","012-10-38-1","Xanthosia pilosa","Understorey",""
"12570","012-10-38-1","Astroloma pinifolium","Understorey",""
"12571","012-10-38-1","Opercularia aspera","Understorey",""
"12572","012-10-38-1","Dampiera stricta","Understorey",""
"12573","012-10-38-1","Dillwynia glaberrima","Understorey",""
"12574","012-10-38-1","Styphelia tubiflora","Understorey",""
"12575","012-10-38-1","Lindsaea linearis","Understorey",""
"12576","012-10-38-1","Philotheca scabra","Understorey",""
"12577","012-10-38-1","Scaevola ramosissima","Understorey",""
"12578","012-10-38-2","Banksia serrata","Mid Storey",""
"12579","012-10-38-2","Acacia longifolia","Mid Storey",""
"12580","012-10-38-2","Pultenaea rosmarinifolia","Understorey",""
"12581","012-10-38-2","Pteridium esculentum","Understorey",""
"12582","012-10-38-2","Pimelea linifolia","Understorey",""
"12583","012-10-38-2","Philotheca buxifolius","Understorey",""
"12584","012-10-38-2","Patersonia glabrata","Understorey",""
"12585","012-10-38-2","Monotoca elliptica","Understorey",""
"12586","012-10-38-2","Lomandra glauca","Understorey",""
"12587","012-10-38-2","Lomandra filiformis subsp. filiformis","Understorey",""
"12588","012-10-38-2","Leucopogon ericoides","Understorey",""
"12589","012-10-38-2","Leptospermum laevigatum","Understorey",""
"12590","012-10-38-2","Lepidosperma concavum","Understorey",""
"12591","012-10-38-2","Hypolaena fastigiata","Understorey",""
"12592","012-10-38-2","Gonocarpus teucrioides","Understorey",""
"12593","012-10-38-2","Epacris pulchella","Understorey",""
"12594","012-10-38-2","Bossiaea ensata","Understorey",""
"12595","012-10-38-2","Banksia serrata","Understorey",""
"12596","012-10-38-2","Austrostipa pubescens","Understorey",""
"12597","012-10-38-2","Acacia suaveolens","Understorey",""
"12598","012-10-38-2","Hibbertia cistiflora","Understorey",""
"12599","012-10-38-2","Dillwynia glaberrima","Understorey",""
"12600","012-10-38-2","Gompholobium glabratum","Understorey",""
"12601","012-10-38-2","Hybanthus vernonii subsp. vernonii","Understorey",""
"12602","012-10-38-2","Cassytha pubescens","Understorey",""
"12603","012-10-38-2","Opercularia aspera","Understorey",""
"12604","012-10-38-2","Ricinocarpos pinifolius","Understorey",""
"12605","012-10-38-2","Entolasia marginata","Understorey",""
"12606","012-10-38-2","Astroloma pinifolium","Understorey",""
"12607","012-10-38-2","Hibbertia fasciculata","Understorey",""
"12608","012-10-38-2","Casuarina glauca","Understorey",""
"12609","012-10-38-2","Lindsaea linearis","Understorey",""
"12610","012-10-38-2","Gastrodia sesamoides","Understorey",""
"12611","012-10-38-2","Phyllanthus hirtellus","Understorey",""
"12612","012-10-5-1","Marsdenia rostrata","Mid Storey",""
"12613","012-10-5-1","Acacia longifolia","Mid Storey",""
"12614","012-10-5-1","Helichrysum elatum","Mid Storey",""
"12615","012-10-5-1","Banksia serrata","Overstorey",""
"12616","012-10-5-1","Banksia integrifolia","Overstorey",""
"12617","012-10-5-1","Viola hederacea","Understorey",""
"12618","012-10-5-1","Stephania japonica var. discolor","Understorey",""
"12619","012-10-5-1","Solanum pungetium","Understorey",""
"12620","012-10-5-1","Schelhammera undulata","Understorey",""
"12621","012-10-5-1","Pteridium esculentum","Understorey",""
"12622","012-10-5-1","Poa labillardieri","Understorey",""
"12623","012-10-5-1","Monotoca elliptica","Understorey",""
"12624","012-10-5-1","Lomandra longifolia","Understorey",""
"12625","012-10-5-1","Lepidosperma concavum","Understorey",""
"12626","012-10-5-1","Imperata cylindrica var. major","Understorey",""
"12627","012-10-5-1","Hibbertia scandens","Understorey",""
"12628","012-10-5-1","Helichrysum elatum","Understorey",""
"12629","012-10-5-1","Gonocarpus teucrioides","Understorey",""
"12630","012-10-5-1","Glycine clandestina","Understorey",""
"12631","012-10-5-1","Entolasia marginata","Understorey",""
"12632","012-10-5-1","Desmodium varians","Understorey",""
"12633","012-10-5-1","Chrysanthemoides monilifera","Understorey",""
"12634","012-10-5-1","Banksia serrata","Understorey",""
"12635","012-10-5-1","Acianthus fornicatus","Understorey",""
"12636","012-10-5-1","Acacia longifolia","Understorey",""
"12637","012-10-5-1","Marsdenia rostrata","Understorey",""
"12638","012-10-5-1","Ficinia nodusa","Understorey",""
"12639","012-10-5-1","Hydrocotyle peduncularis","Understorey",""
"12640","012-10-5-1","Senecio minimus","Understorey",""
"12641","012-10-5-1","Zieria smithii","Understorey",""
"12642","012-10-5-1","Lagenifera stipitata","Understorey",""
"12643","012-10-5-1","Banksia integrifolia","Understorey",""
"12644","012-10-5-1","Opercularia aspera","Understorey",""
"12645","012-10-5-1","Galium propinquum","Understorey",""
"12646","012-10-5-1","Billardiera scandens","Understorey",""
"12647","012-10-5-1","Oplismenus aemulus","Understorey",""
"12648","012-10-5-1","Eustrephus latifolius","Understorey",""
"12649","012-10-5-1","Notelaea ovata","Understorey",""
"12650","012-10-5-1","Elaeocarpus reticulatus","Understorey",""
"12651","012-10-5-1","Microlaena stipoides var. stipoides","Understorey",""
"12652","012-10-5-1","Geranium homeanum","Understorey",""
"12653","012-10-5-2","Corymbia gummifera","Overstorey",""
"12654","012-10-5-2","Banksia serrata","Overstorey",""
"12655","012-10-5-2","Viola hederacea","Understorey",""
"12656","012-10-5-2","Themeda australis","Understorey",""
"12657","012-10-5-2","Synoum glandulosum","Understorey",""
"12658","012-10-5-2","Stephania japonica var. discolor","Understorey",""
"12659","012-10-5-2","Schelhammera undulata","Understorey",""
"12660","012-10-5-2","Pteridium esculentum","Understorey",""
"12661","012-10-5-2","Poa labillardieri","Understorey",""
"12662","012-10-5-2","Marsdenia rostrata","Understorey",""
"12663","012-10-5-2","Lomandra longifolia","Understorey",""
"12664","012-10-5-2","Lepidosperma concavum","Understorey",""
"12665","012-10-5-2","Imperata cylindrica var. major","Understorey",""
"12666","012-10-5-2","Hibbertia scandens","Understorey",""
"12667","012-10-5-2","Glycine clandestina","Understorey",""
"12668","012-10-5-2","Entolasia marginata","Understorey",""
"12669","012-10-5-2","Chrysanthemoides monilifera","Understorey",""
"12670","012-10-5-2","Banksia integrifolia","Understorey",""
"12671","012-10-5-2","Eustrephus latifolius","Understorey",""
"12672","012-10-5-2","Notelaea longifolia forma longifolia","Understorey",""
"12673","012-10-5-2","Helichrysum elatum","Understorey",""
"12674","012-10-5-2","Morinda jasminoides","Understorey",""
"12675","012-10-5-2","Hydrocotyle peduncularis","Understorey",""
"12676","012-10-5-2","Dianella caerulea","Understorey",""
"12677","012-10-5-2","Senecio minimus","Understorey",""
"12678","012-10-5-2","Galium propinquum","Understorey",""
"12679","012-10-5-2","Oplismenus aemulus","Understorey",""
"12680","012-10-5-2","Acacia longifolia","Understorey",""
"12681","012-10-6-1","Corymbia gummifera","Mid Storey",""
"12682","012-10-6-1","Corymbia gummifera","Overstorey",""
"12683","012-10-6-1","Pteridium esculentum","Understorey",""
"12684","012-10-6-1","Marsdenia rostrata","Understorey",""
"12685","012-10-6-1","Lomandra longifolia","Understorey",""
"12686","012-10-6-1","Lepidosperma concavum","Understorey",""
"12687","012-10-6-1","Imperata cylindrica var. major","Understorey",""
"12688","012-10-6-1","Hibbertia scandens","Understorey",""
"12689","012-10-6-1","Glycine clandestina","Understorey",""
"12690","012-10-6-1","Eustrephus latifolius","Understorey",""
"12691","012-10-6-1","Dichondra repens","Understorey",""
"12692","012-10-6-1","Desmodium varians","Understorey",""
"12693","012-10-6-1","Chrysanthemoides monilifera","Understorey",""
"12694","012-10-6-1","Breynia oblongifolia","Understorey",""
"12695","012-10-6-1","Acacia suaveolens","Understorey",""
"12696","012-10-6-1","Poa labillardieri","Understorey",""
"12697","012-10-6-1","Ficinia nodusa","Understorey",""
"12698","012-10-6-1","Viola hederacea","Understorey",""
"12699","012-10-6-1","Galium propinquum","Understorey",""
"12700","012-10-6-1","Synoum glandulosum","Understorey",""
"12701","012-10-6-1","Leptospermum laevigatum","Understorey",""
"12702","012-10-6-1","Dianella caerulea","Understorey",""
"12703","012-10-6-1","Hardenbergia violacea","Understorey",""
"12704","012-10-6-1","Desmodium rhytidophyllum","Understorey",""
"12705","012-10-6-1","Banksia integrifolia","Understorey",""
"12706","012-10-6-1","Poranthera microphylla","Understorey",""
"12707","012-10-6-1","Gonocarpus teucrioides","Understorey",""
"12708","012-10-6-1","Opercularia varia","Understorey",""
"12709","012-10-6-1","Entolasia marginata","Understorey",""
"12710","012-10-6-1","Entolasia stricta","Understorey",""
"12711","012-10-6-1","Cissus hypoglauca","Understorey",""
"12712","012-10-6-2","Corymbia gummifera","Overstorey",""
"12713","012-10-6-2","Synoum glandulosum","Understorey",""
"12714","012-10-6-2","Pteridium esculentum","Understorey",""
"12715","012-10-6-2","Marsdenia rostrata","Understorey",""
"12716","012-10-6-2","Lomandra longifolia","Understorey",""
"12717","012-10-6-2","Lepidosperma concavum","Understorey",""
"12718","012-10-6-2","Imperata cylindrica var. major","Understorey",""
"12719","012-10-6-2","Hibbertia scandens","Understorey",""
"12720","012-10-6-2","Glycine clandestina","Understorey",""
"12721","012-10-6-2","Eustrephus latifolius","Understorey",""
"12722","012-10-6-2","Desmodium varians","Understorey",""
"12723","012-10-6-2","Desmodium rhytidophyllum","Understorey",""
"12724","012-10-6-2","Chrysanthemoides monilifera","Understorey",""
"12725","012-10-6-2","Breynia oblongifolia","Understorey",""
"12726","012-10-6-2","Banksia integrifolia","Understorey",""
"12727","012-10-6-2","Opercularia varia","Understorey",""
"12728","012-10-6-2","Dianella caerulea","Understorey",""
"12729","012-10-6-2","Microlaena stipoides var. stipoides","Understorey",""
"12730","012-10-6-2","Poa labillardieri","Understorey",""
"12731","012-10-6-2","Galium propinquum","Understorey",""
"12732","012-10-6-2","Helichrysum elatum","Understorey",""
"12733","012-10-6-2","Ficinia nodusa","Understorey",""
"12734","012-10-6-2","Gonocarpus teucrioides","Understorey",""
"12735","012-10-6-2","Centella cordifolia","Understorey",""
"12736","012-10-6-2","Desmodium brachypodum","Understorey",""
"12737","012-10-6-2","Lagenifera stipitata","Understorey",""
"12738","012-10-6-2","Entolasia marginata","Understorey",""
"12739","012-10-7-1","Persoonia levis","Mid Storey",""
"12740","012-10-7-1","Leptospermum laevigatum","Mid Storey",""
"12741","012-10-7-1","Eucalyptus sieberi","Mid Storey",""
