SQUARE,YEAR,SITE_ID,SURVEY_DATE,PLANT_NAME,PROPORTION,LC07,LC07_NUM,EZ_DESC_07,COUNTY07,COUNTRY
YYKNUC,CS2007,1,25-Oct-07,Scapania undulata,0.1-1%,22s,30,True uplands (Scotland),South Lanarkshire,SCO
WWZSMA,CS2007,1,29-Oct-07,Amblystegium fluviatile,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),South Lanarkshire,SCO
WWZSMA,CS2007,1,29-Oct-07,Cladophora (aggregate),<0.1%,19s,28,Intermediate uplands and Islands (Scotland),South Lanarkshire,SCO
WWZSMA,CS2007,1,29-Oct-07,Rhynchostegium riparioides,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),South Lanarkshire,SCO
FIAYXI,CS2007,1,05-Jun-07,Bryum pseudotriquetrum,0.1-1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
FIAYXI,CS2007,1,05-Jun-07,Carex sp,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
FIAYXI,CS2007,1,05-Jun-07,Equisetum palustre,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
FIAYXI,CS2007,1,05-Jun-07,Jungermannia exsertifolia subsp cordifolia,5-10%,22s,30,True uplands (Scotland),Scottish Borders,SCO
FIAYXI,CS2007,1,05-Jun-07,Philonotis fontana,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
FIAYXI,CS2007,1,05-Jun-07,Rhynchostegium riparioides,2.5-5%,22s,30,True uplands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2007,1,29-May-07,Agrostis stolonifera,0.1-1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2007,1,29-May-07,Lemanea fluviatilis,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2007,1,29-May-07,Myosotis scorpioides,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2007,1,29-May-07,Phalaris arundinacea,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
DKUMUJ,CS2007,1,29-May-07,Rhynchostegium riparioides,25-50%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Agrostis stolonifera,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Cladophora (aggregate),<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Myosotis scorpioides,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Phalaris arundinacea,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Ranunculus sp,1-2.5%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Rhynchostegium riparioides,1-2.5%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Rorippa nasturtium-aquaticum,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Solanum dulcamara,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Stachys palustris,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
FAQWDV,CS2007,1,11-Jun-07,Veronica anagallis-aquatica,<0.1%,27s,35,Lowlands (Scotland),Scottish Borders,SCO
JKBXAQ,CS2007,1,04-Jun-07,Cladophora (aggregate),<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
JKBXAQ,CS2007,1,04-Jun-07,Phalaris arundinacea,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
GCFNAZ,CS2007,1,19-Sep-07,Juncus bulbosus,1-2.5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
GCFNAZ,CS2007,1,19-Sep-07,Ranunculus flammula,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
MENREM,CS2007,1,22-Sep-07,Chiloscyphus polyanthos,5-10%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
MENREM,CS2007,1,22-Sep-07,Rhynchostegium riparioides,50-75%,7s,25,Lowlands (Scotland),North Ayrshire,SCO
QASSZL,CS2007,1,17-Oct-07,Amblystegium fluviatile,2.5-5%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2007,1,17-Oct-07,Fontinalis antipyretica,0.1-1%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2007,1,17-Oct-07,Hygrohypnum ochraceum,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2007,1,17-Oct-07,Philonotis fontana,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2007,1,17-Oct-07,Racomitrium aciculare,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
QASSZL,CS2007,1,17-Oct-07,Spirogyra sp,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2007,1,19-Jun-07,Glyceria fluitans,<0.1%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2007,1,19-Jun-07,Rhynchostegium riparioides,<0.1%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2007,1,19-Jun-07,Rorippa nasturtium-aquaticum,1-2.5%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2007,1,19-Jun-07,Vaucheria sp,50-75%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
ESYNMZ,CS2007,1,19-Jun-07,Veronica beccabunga,<0.1%,27s,35,Lowlands (Scotland),North Ayrshire,SCO
MEYBKX,CS2007,1,14-Jun-07,Caltha palustris,<0.1%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
MEYBKX,CS2007,1,14-Jun-07,Chiloscyphus polyanthos,<0.1%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
MEYBKX,CS2007,1,14-Jun-07,Glyceria fluitans,<0.1%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
MEYBKX,CS2007,1,14-Jun-07,Iris pseudacorus,1-2.5%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
MEYBKX,CS2007,1,14-Jun-07,Phalaris arundinacea,<0.1%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
MEYBKX,CS2007,1,14-Jun-07,Rhynchostegium riparioides,<0.1%,25s,33,Lowlands (Scotland),East Renfrewshire,SCO
XGHBPM,CS2007,1,11-Jun-07,Caltha palustris,<0.1%,25s,33,Lowlands (Scotland),South Lanarkshire,SCO
XGHBPM,CS2007,1,11-Jun-07,Glyceria fluitans,2.5-5%,25s,33,Lowlands (Scotland),South Lanarkshire,SCO
RLJGXU,CS2007,1,31-Oct-07,Equisetum fluviatile,<0.1%,22s,30,True uplands (Scotland),Scottish Borders,SCO
SQOIDY,CS2007,1,17-May-07,No species entered,>75%,19s,28,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Agrostis stolonifera,0.1-1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Callitriche sp,0.1-1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Potamogeton polygonifolius,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Ranunculus flammula,<0.1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Rorippa nasturtium-aquaticum,5-10%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Veronica anagallis-aquatica,0.1-1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WKTPKP,CS2007,1,18-Jun-07,Veronica beccabunga,0.1-1%,25s,33,Lowlands (Scotland),Scottish Borders,SCO
WEPWXB,CS2007,1,08-Aug-07,Pellia sp,1-2.5%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
WEPWXB,CS2007,1,08-Aug-07,Ranunculus flammula,0.1-1%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
HWJNVP,CS2007,1,06-Nov-07,Juncus bulbosus,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
HWJNVP,CS2007,1,06-Nov-07,Scapania undulata,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
YJORQV,CS2007,1,22-Jun-07,Agrostis stolonifera,<0.1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2007,1,22-Jun-07,Fontinalis antipyretica,0.1-1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2007,1,22-Jun-07,Myosotis scorpioides,<0.1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2007,1,22-Jun-07,Myriophyllum alterniflorum,0.1-1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2007,1,22-Jun-07,Rhynchostegium riparioides,5-10%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2007,1,22-Jun-07,Sparganium erectum,<0.1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
YJORQV,CS2007,1,22-Jun-07,Vaucheria sp,0.1-1%,27s,35,Lowlands (Scotland),North Lanarkshire,SCO
SEQVXD,CS2007,1,28-May-07,Agrostis stolonifera,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2007,1,28-May-07,Fontinalis antipyretica,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2007,1,28-May-07,Phalaris arundinacea,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2007,1,28-May-07,Ranunculus sp,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2007,1,28-May-07,Rorippa nasturtium-aquaticum,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
SEQVXD,CS2007,1,28-May-07,Veronica beccabunga,<0.1%,27s,35,Lowlands (Scotland),"Edinburgh, City of",SCO
MRCWBN,CS2007,1,27-Aug-07,Agrostis stolonifera,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Batrachospermum sp,0.1-1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Callitriche sp,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Eleocharis palustris,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Equisetum fluviatile,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Fontinalis antipyretica,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Glyceria fluitans,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Hygrohypnum ochraceum,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Potamogeton polygonifolius,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Ranunculus flammula,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Ranunculus sp,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Rhynchostegium riparioides,2.5-5%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
MRCWBN,CS2007,1,27-Aug-07,Scapania undulata,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),East Lothian,SCO
XGOPTX,CS2007,1,28-Aug-07,Agrostis stolonifera,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
XGOPTX,CS2007,1,28-Aug-07,Glyceria fluitans,25-50%,18s,27,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
XGOPTX,CS2007,1,28-Aug-07,Veronica catenata,0.1-1%,18s,27,Intermediate uplands and Islands (Scotland),Scottish Borders,SCO
ADHCCF,CS2007,1,20-Sep-07,Agrostis stolonifera,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2007,1,20-Sep-07,Chiloscyphus polyanthos,5-10%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2007,1,20-Sep-07,Conocephalum conicum,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
ADHCCF,CS2007,1,20-Sep-07,Rhynchostegium riparioides,2.5-5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
FTFESP,CS2007,1,02-Oct-07,Scapania undulata,1-2.5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
FBUJKB,CS2007,1,08-Oct-07,Callitriche sp,0.1-1%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2007,1,08-Oct-07,Glyceria fluitans,25-50%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2007,1,08-Oct-07,Myosotis scorpioides,0.1-1%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2007,1,08-Oct-07,Phalaris arundinacea,2.5-5%,26s,34,Lowlands (Scotland),Stirling,SCO
FBUJKB,CS2007,1,08-Oct-07,Veronica beccabunga,<0.1%,26s,34,Lowlands (Scotland),Stirling,SCO
ZUKDMR,CS2007,1,31-Oct-07,Agrostis stolonifera,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
ZUKDMR,CS2007,1,31-Oct-07,Hygrohypnum ochraceum,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
ZUKDMR,CS2007,1,31-Oct-07,Rhynchostegium riparioides,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
ZUKDMR,CS2007,1,31-Oct-07,Scapania undulata,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
ZUKDMR,CS2007,1,31-Oct-07,Thamnobryum alopecurum,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
LGDSKO,CS2007,1,21-May-07,Apium nodiflorum,2.5-5%,26s,34,Lowlands (Scotland),East Lothian,SCO
LGDSKO,CS2007,1,21-May-07,Phalaris arundinacea,0.1-1%,26s,34,Lowlands (Scotland),East Lothian,SCO
YMMERA,CS2007,1,16-Aug-07,Pellia sp,2.5-5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2007,1,16-Aug-07,Potamogeton lucens,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2007,1,16-Aug-07,Ranunculus flammula,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
YMMERA,CS2007,1,16-Aug-07,Scapania undulata,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RYNWUT,CS2007,2,12-Aug-07,Pellia sp,1-2.5%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
RYNWUT,CS2007,2,12-Aug-07,Racomitrium aciculare,<0.1%,30s,38,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
BRKIBT,CS2007,1,05-Oct-07,Chiloscyphus polyanthos,1-2.5%,28s,36,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
BRKIBT,CS2007,1,05-Oct-07,Juncus bulbosus,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
BRKIBT,CS2007,1,05-Oct-07,Racomitrium aciculare,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
BRKIBT,CS2007,1,05-Oct-07,Rhynchostegium riparioides,<0.1%,28s,36,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
CDHIYE,CS2007,1,04-Oct-07,No species entered,>75%,21s,29,True uplands (Scotland),Argyll & Bute,SCO
YFJGHR,CS2007,1,09-Oct-07,Agrostis stolonifera,0.1-1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Amblystegium fluviatile,0.1-1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Dichodontium pellucidum,<0.1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Fontinalis antipyretica,2.5-5%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Glyceria fluitans,<0.1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Hygrohypnum ochraceum,<0.1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Rhynchostegium riparioides,10-25%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Rorippa nasturtium-aquaticum,2.5-5%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Scapania undulata,<0.1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Vaucheria sp,<0.1%,26s,34,Lowlands (Scotland),Stirling,SCO
YFJGHR,CS2007,1,09-Oct-07,Veronica beccabunga,1-2.5%,26s,34,Lowlands (Scotland),Stirling,SCO
SZQTHT,CS2007,1,30-Oct-07,Agrostis stolonifera,<0.1%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
SZQTHT,CS2007,1,30-Oct-07,Fontinalis antipyretica,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
SZQTHT,CS2007,1,30-Oct-07,Rhynchostegium riparioides,1-2.5%,19s,28,Intermediate uplands and Islands (Scotland),Stirling,SCO
GWRSAM,CS2007,1,13-Jun-07,Rhynchostegium riparioides,<0.1%,26s,34,Lowlands (Scotland),Fife,SCO
IGSFRL,CS2007,1,02-Oct-07,Batrachospermum sp,2.5-5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
IGSFRL,CS2007,1,02-Oct-07,Juncus bulbosus,0.1-1%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
IGSFRL,CS2007,1,02-Oct-07,Myriophyllum alterniflorum,1-2.5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
IGSFRL,CS2007,1,02-Oct-07,Scapania undulata,1-2.5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
IGSFRL,CS2007,1,02-Oct-07,Spirogyra sp,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
UBXRLL,CS2007,1,06-Oct-07,Blindia acuta,1-2.5%,24s,32,True uplands (Scotland),Stirling,SCO
UBXRLL,CS2007,1,06-Oct-07,Scapania undulata,5-10%,24s,32,True uplands (Scotland),Stirling,SCO
KIZQZD,CS2007,2,26-Jun-07,Rhynchostegium riparioides,2.5-5%,27s,35,Lowlands (Scotland),Perth & Kinross,SCO
CKLUFF,CS2007,1,02-Jul-07,No species entered,<0.1%,26s,34,Lowlands (Scotland),Fife,SCO
RJYDPB,CS2007,1,23-Jul-07,Batrachospermum sp,2.5-5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RJYDPB,CS2007,1,23-Jul-07,Caltha palustris,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RJYDPB,CS2007,1,23-Jul-07,Equisetum palustre,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RJYDPB,CS2007,1,23-Jul-07,Myriophyllum alterniflorum,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RJYDPB,CS2007,1,23-Jul-07,Pellia sp,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RJYDPB,CS2007,1,23-Jul-07,Ranunculus flammula,0.1-1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
RJYDPB,CS2007,1,23-Jul-07,Sparganium erectum,1-2.5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
NHOCBB,CS2007,1,29-Aug-07,Blindia acuta,1-2.5%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
NHOCBB,CS2007,1,29-Aug-07,Scapania undulata,1-2.5%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
GNSZNY,CS2007,1,13-Jul-07,Diplophyllum albicans,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
GNSZNY,CS2007,1,13-Jul-07,Pellia sp,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
GNSZNY,CS2007,1,13-Jul-07,Racomitrium aciculare,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
GNSZNY,CS2007,1,13-Jul-07,Scapania undulata,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
FKKANQ,CS2007,1,17-Sep-07,Blindia acuta,<0.1%,21s,29,True uplands (Scotland),Stirling,SCO
FKKANQ,CS2007,1,17-Sep-07,Racomitrium aciculare,<0.1%,21s,29,True uplands (Scotland),Stirling,SCO
FKKANQ,CS2007,1,17-Sep-07,Scapania undulata,<0.1%,21s,29,True uplands (Scotland),Stirling,SCO
FKKANQ,CS2007,1,17-Sep-07,Spirogyra sp,<0.1%,21s,29,True uplands (Scotland),Stirling,SCO
PTHHYT,CS2007,1,15-Jul-07,Callitriche sp,<0.1%,25s,33,Lowlands (Scotland),Perth & Kinross,SCO
PTHHYT,CS2007,1,15-Jul-07,Chiloscyphus polyanthos,0.1-1%,25s,33,Lowlands (Scotland),Perth & Kinross,SCO
PTHHYT,CS2007,1,15-Jul-07,Fontinalis antipyretica,0.1-1%,25s,33,Lowlands (Scotland),Perth & Kinross,SCO
PTHHYT,CS2007,1,15-Jul-07,Rhynchostegium riparioides,1-2.5%,25s,33,Lowlands (Scotland),Perth & Kinross,SCO
PTHHYT,CS2007,1,15-Jul-07,Veronica beccabunga,<0.1%,25s,33,Lowlands (Scotland),Perth & Kinross,SCO
CNXIPS,CS2007,1,30-May-07,Iris pseudacorus,<0.1%,26s,34,Lowlands (Scotland),Perth & Kinross,SCO
CNXIPS,CS2007,1,30-May-07,Lemna minor,<0.1%,26s,34,Lowlands (Scotland),Perth & Kinross,SCO
CNXIPS,CS2007,1,30-May-07,Phragmites australis,10-25%,26s,34,Lowlands (Scotland),Perth & Kinross,SCO
SXFQWQ,CS2007,1,05-Jul-07,No species entered,<0.1%,26s,34,Lowlands (Scotland),Fife,SCO
OVOHHS,CS2007,1,22-Aug-07,Agrostis stolonifera,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Berula erecta,10-25%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Caltha palustris,1-2.5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Eleocharis palustris,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Equisetum fluviatile,50-75%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Iris pseudacorus,2.5-5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Menyanthes trifoliata,1-2.5%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Phragmites australis,10-25%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Ranunculus aquatilis,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
OVOHHS,CS2007,1,22-Aug-07,Ranunculus flammula,<0.1%,13s,26,Lowlands (Scotland),Argyll & Bute,SCO
NAMISZ,CS2007,1,31-Jul-07,Carex sp,<0.1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
NAMISZ,CS2007,1,31-Jul-07,Chara sp,<0.1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
NAMISZ,CS2007,1,31-Jul-07,Juncus bulbosus,<0.1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
NAMISZ,CS2007,1,31-Jul-07,Phragmites australis,5-10%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
NAMISZ,CS2007,1,31-Jul-07,Potamogeton polygonifolius,5-10%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
NAMISZ,CS2007,1,31-Jul-07,Ranunculus flammula,<0.1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
MWWCVA,CS2007,1,24-Jul-07,Jungermannia exsertifolia subsp cordifolia,2.5-5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
MWWCVA,CS2007,1,24-Jul-07,Rhynchostegium riparioides,1-2.5%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
MWWCVA,CS2007,1,24-Jul-07,Scapania undulata,<0.1%,18s,27,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
BLRZDJ,CS2007,1,26-Jul-07,Scapania undulata,5-10%,25s,33,Lowlands (Scotland),Argyll & Bute,SCO
STXVMF,CS2007,1,27-Aug-07,Callitriche sp,<0.1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
STXVMF,CS2007,1,27-Aug-07,Glyceria fluitans,0.1-1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
STXVMF,CS2007,1,27-Aug-07,Iris pseudacorus,1-2.5%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
STXVMF,CS2007,1,27-Aug-07,Sparganium erectum,<0.1%,29s,37,Intermediate uplands and Islands (Scotland),Argyll & Bute,SCO
UFFUSX,CS2007,1,16-Jul-07,Juncus bulbosus,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
UFFUSX,CS2007,1,16-Jul-07,Marsupella emarginata,1-2.5%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
UFFUSX,CS2007,1,16-Jul-07,Mnium hornum,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
UFFUSX,CS2007,1,16-Jul-07,Racomitrium aciculare,<0.1%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
UFFUSX,CS2007,1,16-Jul-07,Scapania undulata,1-2.5%,24s,32,True uplands (Scotland),Argyll & Bute,SCO
XHAIJL,CS2007,1,06-Nov-07,Marsupella emarginata,1-2.5%,24s,32,True uplands (Scotland),Perth & Kinross,SCO
SUGYHV,CS2007,1,26-Jun-07,Carex sp,10-25%,23s,31,True uplands (Scotland),Perth & Kinross,SCO
SUGYHV,CS2007,1,26-Jun-07,Equisetum fluviatile,<0.1%,23s,31,True uplands (Scotland),Perth & Kinross,SCO
SUGYHV,CS2007,1,26-Jun-07,Juncus bulbosus,<0.1%,23s,31,True uplands (Scotland),Perth & Kinross,SCO
