"id","visit_code","species","abundance","recapture","sex","age_cohort","trap_type","trap_number","tissue"
"19772","131-1-41-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"19773","131-1-41-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"19774","131-1-41-1","Antechinus stuartii",1,"No","Male","Adult","Elliott","8","Yes"
"19775","131-1-41-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","1","Yes"
"19776","131-1-41-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","2","No"
"19777","131-1-41-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"19778","131-1-41-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"19780","131-1-41-3","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","4","Yes"
"19781","131-1-41-3","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","7","No"
"19782","131-1-41-3","Rattus fuscipes",1,"No","Female","Juvenile","Small Cage","4","Yes"
"19807","131-1-46-1","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","4","Yes"
"19808","131-1-46-2","Antechinus stuartii",1,"Yes","Female","Juvenile","Elliott","4","No"
"19813","131-1-48-1","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"19814","131-1-48-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","2","Yes"
"19815","131-1-48-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","5","Yes"
"19816","131-1-48-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"19817","131-1-49-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"19818","131-1-49-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","7","No"
"19819","131-1-49-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","5","No"
"19820","131-1-50-1","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","5","No"
"19821","131-1-50-2","Trichosurus vulpecula",1,"Yes","","Adult","Large Cage","6","No"
"19822","131-1-50-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"19823","131-1-50-3","Trichosurus vulpecula",1,"Yes","Male","Adult","Small Cage","5","No"
"19824","131-1-51-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"19826","131-1-51-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","1","No"
"19827","131-1-51-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"19828","131-1-52-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"19830","131-1-52-3","Wallabia bicolor",1,"No","","Subadult","Large Cage","6","No"
"19834","131-1-54-1","Trichosurus vulpecula",1,"No","Female","Subadult","Small Cage","3","No"
"19835","131-1-54-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"19836","131-1-54-2","Rattus fuscipes",1,"No","","Subadult","Elliott","5","Yes"
"19837","131-1-54-2","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","4","No"
"19838","131-1-54-3","Rattus fuscipes",1,"Yes","","","Elliott","9","No"
"19847","131-1-57-3","Perameles nasuta",1,"No","Male","Adult","Large Cage","6","Yes"
"19848","131-1-58-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","No"
"19849","131-1-58-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"19850","131-1-58-2","Antechinus stuartii",1,"Yes","","Adult","Elliott","2","No"
"19851","131-1-58-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"19853","131-1-58-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"19854","131-1-58-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"19856","131-1-59-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"19713","131-1-6-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"19714","131-1-6-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","No"
"19715","131-1-6-2","Antechinus stuartii",1,"Yes","","","Elliott","5","No"
"19859","131-1-60-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"19860","131-1-60-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"19861","131-1-60-3","Antechinus stuartii",1,"Yes","","Adult","Elliott","3","No"
"19865","131-1-62-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"19866","131-1-62-1","Trichosurus vulpecula",1,"No","Female","Juvenile","Large Cage","6","No"
"19867","131-1-62-2","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"19868","131-1-62-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","No"
"19870","131-1-63-2","Trichosurus vulpecula",1,"No","Female","Subadult","Small Cage","5","No"
"19871","131-1-63-3","Trichosurus vulpecula",1,"Yes","","","Large Cage","1","No"
"19872","131-1-63-3","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","5","No"
"19717","131-1-7-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"19718","131-1-7-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","5","No"
"19879","131-1-G-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"19880","131-1-G-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"19881","131-1-G-2","Rattus fuscipes",1,"Yes","","","Elliott","1","No"
"19882","131-1-G-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","No"
"19883","131-1-G-2","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","4","No"
"19884","131-1-G-3","Rattus fuscipes",1,"Yes","","","Elliott","2","No"
"19885","131-1-G-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"20296","131-10-12-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20297","131-10-12-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"20298","131-10-12-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"20299","131-10-12-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","No"
"20302","131-10-17-3","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","7","No"
"20303","131-10-18-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","9","Yes"
"20304","131-10-18-1","Rattus fuscipes",1,"No","Female","Subadult","Elliott","10","Yes"
"20306","131-10-18-3","Rattus fuscipes",1,"Yes","","","Elliott","8","No"
"20289","131-10-6-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"20317","131-10-71-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20318","131-10-71-2","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","8","No"
"20319","131-10-71-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","No"
"20345","131-11-17-1","Rattus fuscipes",1,"","","","Small Cage","2",""
"20346","131-11-17-2","Rattus fuscipes",1,"Yes","","Adult","Elliott","4","No"
"20347","131-11-17-2","Rattus fuscipes",1,"No","Male","Adult","Small Cage","5","Yes"
"20349","131-11-17-3","Rattus lutreolus",1,"No","Male","Adult","Elliott","6","Yes"
"20350","131-11-17-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","7","No"
"20351","131-11-17-3","Rattus fuscipes",1,"Yes","","Adult","Small Cage","3","No"
"20348","131-11-17-3","Rattus lutreolus",1,"No","Female","Adult","Elliott","5","No"
"20327","131-11-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"20328","131-11-4-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"20326","131-11-4-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","2","Yes"
"20329","131-11-4-2","Rattus fuscipes",1,"Yes","Female","Adult","Small Cage","4","No"
"20331","131-11-4-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","3","No"
"20332","131-11-4-3","Antechinus stuartii",1,"Yes","","Adult","Elliott","7","No"
"20333","131-11-4-3","Rattus fuscipes",1,"No","Male","Subadult","Elliott","10","No"
"20330","131-11-4-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","No"
"20334","131-11-4-3","Rattus fuscipes",1,"No","Male","Adult","Small Cage","4","Yes"
"20336","131-11-7-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"20337","131-11-7-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20338","131-11-7-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20335","131-11-7-1","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","1","Yes"
"20339","131-11-7-2","Antechinus stuartii",1,"No","Male","Subadult","Elliott","1","Yes"
"20341","131-11-7-2","Rattus fuscipes",1,"Yes","","","Elliott","8","No"
"20342","131-11-7-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20340","131-11-7-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","5","Yes"
"20343","131-11-7-3","Antechinus stuartii",1,"Yes","","","Elliott","3","No"
"20344","131-11-7-3","Antechinus stuartii",1,"Yes","","","Elliott","10","No"
"20364","131-12-29-2","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","9","Yes"
"20366","131-12-29-3","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","9","No"
"20365","131-12-29-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"20368","131-12-54-2","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","3","Yes"
"20369","131-12-54-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","3","Yes"
"20371","131-12-54-3","Rattus lutreolus",1,"No","Male","Juvenile","Elliott","8","Yes"
"20370","131-12-54-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","5","Yes"
"20377","131-12-B-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"20376","131-12-B-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"19918","131-2-13-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"19919","131-2-13-2","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","1","No"
"19886","131-2-2-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"19887","131-2-2-1","Rattus lutreolus",1,"No","Male","Adult","Elliott","7","Yes"
"19888","131-2-2-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"19889","131-2-2-2","Rattus lutreolus",1,"No","Female","Adult","Elliott","5","Yes"
"19890","131-2-2-2","Rattus lutreolus",1,"No","Male","Adult","Small Cage","5","Yes"
"19891","131-2-2-3","Antechinus stuartii",1,"No","Male","Adult","Elliott","4","No"
"19892","131-2-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","Yes"
"19893","131-2-4-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"19894","131-2-4-2","Antechinus stuartii",1,"No","","Juvenile","Elliott","5","Yes"
"19895","131-2-4-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"19898","131-2-7-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"19899","131-2-8-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","9","Yes"
"19900","131-2-8-1","Rattus fuscipes",1,"No","Female","Adult","Small Cage","5","Yes"
"19901","131-2-8-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"19902","131-2-8-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","7","Yes"
"19903","131-2-8-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"19904","131-2-8-2","Rattus fuscipes",1,"Yes","","Adult","Elliott","9","No"
"19905","131-2-8-2","Rattus fuscipes",1,"Yes","Male","Adult","Small Cage","3","No"
"19906","131-2-8-2","Rattus fuscipes",1,"No","Male","Adult","Small Cage","4","Yes"
"19907","131-2-8-2","Rattus fuscipes",1,"Yes","","Adult","Small Cage","5","No"
"19908","131-2-8-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"19909","131-2-8-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","Yes"
"19910","131-2-8-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","8","No"
"19911","131-2-8-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","9","No"
"19912","131-2-8-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"19913","131-2-8-3","Rattus fuscipes",1,"Yes","","Adult","Small Cage","3","No"
"19914","131-2-8-3","Rattus fuscipes",1,"No","Male","Adult","Small Cage","4","Yes"
"19921","131-4-1-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","8","Yes"
"19922","131-4-1-1","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"19923","131-4-1-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","8","No"
"19925","131-4-1-3","Rattus fuscipes",1,"Yes","","Adult","Elliott","8","No"
"19939","131-4-33-1","Trichosurus vulpecula",1,"No","Female","Subadult","Small Cage","3","No"
"19940","131-4-33-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","4","No"
"19941","131-4-33-2","Trichosurus vulpecula",1,"Yes","Female","Subadult","Small Cage","2","No"
"19942","131-4-33-2","Trichosurus vulpecula",1,"Yes","Female","Adult","Small Cage","3","No"
"19943","131-4-33-3","Trichosurus vulpecula",1,"Yes","Female","Adult","Large Cage","6","No"
"19927","131-4-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","6","Yes"
"19928","131-4-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","2","Yes"
"19929","131-4-4-3","Antechinus stuartii",1,"Yes","Female","Adult","Elliott","3","No"
"19955","131-4-C-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","3","No"
"19956","131-4-C-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","4","Yes"
"19957","131-4-C-1","Trichosurus vulpecula",1,"No","Female","Adult","Large Cage","6","No"
"19958","131-4-C-2","Trichosurus vulpecula",1,"No","Male","Adult","Small Cage","2","No"
"19959","131-4-C-3","Trichosurus vulpecula",1,"No","Male","Adult","Large Cage","6","No"
"19960","131-4-D-1","Trichosurus vulpecula",1,"No","Female","Adult","Small Cage","3","No"
"19961","131-4-D-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","1","Yes"
"19962","131-4-D-2","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"20053","131-6-120-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"19975","131-6-13-1","Rattus fuscipes",1,"No","Male","Subadult","Elliott","7","Yes"
"19977","131-6-13-3","Rattus fuscipes",1,"Yes","","Subadult","Elliott","4","No"
"20063","131-6-144-3","Rattus fuscipes",1,"No","Female","Subadult","Elliott","10","No"
"20075","131-6-152-1","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"20076","131-6-152-1","Antechinus stuartii",1,"No","","Adult","Elliott","5","Yes"
"20077","131-6-152-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","7","Yes"
"20078","131-6-152-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","7","No"
"20079","131-6-152-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","No"
"20080","131-6-152-3","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"20027","131-6-76-1","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","3","Yes"
"20028","131-6-76-1","Rattus fuscipes",1,"No","Male","Juvenile","Elliott","10","Yes"
"20029","131-6-76-2","Rattus fuscipes",1,"Yes","","","Elliott","10","No"
"20030","131-6-76-3","Pseudomys gracilicaudatus",1,"No","Male","Juvenile","Elliott","2","Yes"
"20031","131-6-76-3","Rattus fuscipes",1,"No","Female","Adult","Elliott","5","Yes"
"20032","131-6-76-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20033","131-6-94-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","8","Yes"
"20034","131-6-94-2","Rattus fuscipes",1,"Yes","","","Elliott","8","No"
"20108","131-7-2-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"20112","131-7-2-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"20113","131-7-2-3","Pseudomys gracilicaudatus",1,"No","Female","Juvenile","Elliott","10","Yes"
"20115","131-7-2-3","Pseudomys gracilicaudatus",1,"No","Female","Adult","Small Cage","5","Yes"
"20116","131-7-3-1","Wallabia bicolor",1,"","","","Large Cage","6",""
"20117","131-7-3-2","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"20118","131-7-3-2","Antechinus stuartii",1,"No","Female","Juvenile","Elliott","6","No"
"20119","131-7-3-3","Antechinus stuartii",1,"Yes","","","Elliott","6","No"
"20135","131-7-44B-1","Rattus fuscipes",1,"","","","Elliott","10",""
"20136","131-7-44B-2","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"20137","131-7-44B-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"20138","131-7-44B-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","4","Yes"
"20139","131-7-44B-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","4","Yes"
"20140","131-7-44B-3","Pseudomys gracilicaudatus",1,"No","Male","Adult","Elliott","7","Yes"
"20141","131-7-45-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","2","Yes"
"20142","131-7-45-1","Rattus fuscipes",1,"No","Female","Juvenile","Elliott","3","Yes"
"20143","131-7-45-1","Rattus fuscipes",1,"No","","Adult","Elliott","9","No"
"20144","131-7-45-1","Perameles nasuta",1,"No","Female","Subadult","Small Cage","4","Yes"
"20145","131-7-45-2","Rattus fuscipes",1,"Yes","Female","Adult","Elliott","2","No"
"20146","131-7-45-2","Rattus fuscipes",1,"Yes","Female","Juvenile","Elliott","3","No"
"20147","131-7-45-3","Rattus fuscipes",1,"Yes","","","Elliott","2","No"
"20148","131-7-45-3","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"20149","131-7-45-3","Perameles nasuta",1,"Yes","","","Small Cage","2","No"
"20150","131-7-46-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","10","Yes"
"20151","131-7-46-2","Rattus fuscipes",1,"Yes","","","Elliott","9","No"
"20152","131-7-46-2","Pseudomys gracilicaudatus",1,"No","Female","Adult","Elliott","10","Yes"
"20153","131-7-46-3","Rattus fuscipes",1,"Yes","","","Small Cage","3","No"
"20154","131-7-47-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","6","Yes"
"20155","131-7-47-2","Rattus fuscipes",1,"No","Male","Adult","Elliott","3","No"
"20156","131-7-47-2","Rattus fuscipes",1,"Yes","","Adult","Elliott","5","No"
"20157","131-7-47-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","8","No"
"20158","131-7-47-2","Antechinus stuartii",1,"No","","Juvenile","Elliott","9","No"
"20159","131-7-47-3","Rattus fuscipes",1,"Yes","","","Elliott","2","No"
"20160","131-7-47-3","Antechinus stuartii",1,"No","Female","Adult","Elliott","9","No"
"20161","131-7-47-3","Rattus fuscipes",1,"No","Male","Adult","Elliott","10","No"
"20162","131-7-47-3","Rattus fuscipes",1,"Yes","","","Small Cage","2","No"
"20164","131-7-68-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","7","Yes"
"20165","131-7-68-3","Rattus fuscipes",1,"No","","Adult","Elliott","2","No"
"20184","131-7-82-3","Wallabia bicolor",1,"No","Male","Subadult","Large Cage","6","No"
"20209","131-7-G-1","Rattus fuscipes",1,"No","Male","Adult","Elliott","1","Yes"
"20210","131-7-G-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","Yes"
"20211","131-7-G-2","Rattus fuscipes",1,"Yes","","","Elliott","7","No"
"20212","131-7-G-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20213","131-7-G-3","Antechinus stuartii",1,"Yes","","","Elliott","8","No"
"20247","131-8-32-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","1","Yes"
"20248","131-8-32-1","Rattus fuscipes",1,"No","Female","Adult","Elliott","4","Yes"
"20249","131-8-32-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20250","131-8-32-2","Rattus fuscipes",1,"Yes","","","Elliott","3","No"
"20229","131-8-4-1","Antechinus stuartii",1,"No","Female","Adult","Elliott","3","No"
"20230","131-8-4-2","Antechinus stuartii",1,"No","Female","Adult","Elliott","10","Yes"
"20231","131-8-4-3","Antechinus stuartii",1,"No","Male","Juvenile","Elliott","5","Yes"
